Unnamed: 0,Steps,Time [s],[A] Directional Deformation Flexible (Min) [m],[B] Directional Deformation Flexible (Max) [m],[C] Directional Deformation SiC (Min) [m],[D] Directional Deformation SiC (Max) [m],[E] Directional Deformation Asperity (Min) [m],[F] Directional Deformation Asperity (Max) [m],[I] Directional Velocity SiC (Min) [m/s],[J] Directional Velocity SiC (Max) [m/s],[K] Directional Velocity Asperity (Min) [m/s],[L] Directional Velocity Asperity (Max) [m/s],[M] Directional Acceleration Flexible (Min) [m/s²],[N] Directional Acceleration Flexible (Max) [m/s²],[O] Directional Acceleration SiC (Min) [m/s²],[P] Directional Acceleration SiC (Max) [m/s²],[Q] Directional Acceleration Asperity (Min) [m/s²],[R] Directional Acceleration Asperity (Max) [m/s²],[S] Equivalent Elastic Strain Flexible (Min) [m/m],[T] Equivalent Elastic Strain Flexible (Max) [m/m],[U] Equivalent Elastic Strain SiC (Min) [m/m],[V] Equivalent Elastic Strain SiC (Max) [m/m],[W] Equivalent Elastic Strain Asperity (Min) [m/m],[X] Equivalent Elastic Strain Asperity (Max) [m/m],[Y] Equivalent Stress Flexible (Min) [Pa],[Z] Equivalent Stress Flexible (Max) [Pa],[AA] Equivalent Stress SiC (Min) [Pa],[AB] Equivalent Stress SiC (Max) [Pa],[AC] Equivalent Stress Asperity (Min) [Pa],[AD] Equivalent Stress Asperity (Max) [Pa],[AE] Directional Deformation 4 (Min) [m],[AF] Directional Deformation 4 (Max) [m],[AG] Directional Velocity 4 (Min) [m/s],[AH] Directional Velocity 4 (Max) [m/s],[AI] Directional Acceleration (Min) [m/s²],[AJ] Directional Acceleration (Max) [m/s²],[AK] Equivalent Elastic Strain 4 (Min) [m/m],[AL] Equivalent Elastic Strain 4 (Max) [m/m],[AM] Equivalent Stress 4 (Min) [Pa],[AN] Equivalent Stress 4 (Max) [Pa]
59,1,7.44E-06,-6.88E-06,1.35E-09,-6.88E-06,-6.58E-06,-5.15E-06,1.35E-09,-0.75184,-0.66937,-0.74402,4.66E-03,-7.50E+05,1.27E+06,-4.53E+05,6.29E+05,-7.50E+05,1.27E+06,0,1.22E-02,1.79E-07,1.02E-03,0,1.22E-02,0,8.25E+08,74971,2.67E+08,0,8.25E+08,-6.88E-06,1.35E-09,-0.75184,4.66E-03,-7.50E+05,1.27E+06,0,1.22E-02,0,8.25E+08
60,1,7.57E-06,-6.98E-06,1.62E-09,-6.98E-06,-6.67E-06,-5.25E-06,1.62E-09,-0.74225,-0.65879,-0.7346,7.88E-03,-4.84E+05,8.89E+05,-3.41E+05,4.16E+05,-4.84E+05,8.89E+05,0,1.22E-02,1.79E-07,1.05E-03,0,1.22E-02,0,8.28E+08,74668,2.77E+08,0,8.28E+08,-6.98E-06,1.62E-09,-0.74225,7.88E-03,-4.84E+05,8.89E+05,0,1.22E-02,0,8.28E+08
61,1,7.70E-06,-7.07E-06,1.70E-09,-7.07E-06,-6.75E-06,-5.34E-06,1.70E-09,-0.73147,-0.64835,-0.72339,8.09E-03,-5.42E+05,7.33E+05,-2.59E+05,5.06E+05,-5.42E+05,7.33E+05,0,1.22E-02,1.84E-07,1.09E-03,0,1.22E-02,0,8.32E+08,76126,2.86E+08,0,8.32E+08,-7.07E-06,1.70E-09,-0.73147,8.09E-03,-5.42E+05,7.33E+05,0,1.22E-02,0,8.32E+08
62,1,7.83E-06,-7.17E-06,1.65E-09,-7.17E-06,-6.84E-06,-5.43E-06,1.65E-09,-0.72082,-0.63675,-0.71407,7.29E-03,-6.35E+05,6.73E+05,-2.36E+05,5.03E+05,-6.35E+05,6.73E+05,0,1.22E-02,2.00E-07,1.13E-03,0,1.22E-02,0,8.35E+08,85154,2.96E+08,0,8.35E+08,-7.17E-06,1.65E-09,-0.72082,7.29E-03,-6.35E+05,6.73E+05,0,1.22E-02,0,8.35E+08
63,1,7.96E-06,-7.26E-06,1.51E-09,-7.26E-06,-6.92E-06,-5.52E-06,1.51E-09,-0.7104,-0.63107,-0.70477,8.71E-03,-8.57E+05,5.59E+05,-2.02E+05,5.59E+05,-8.57E+05,3.84E+05,0,1.22E-02,1.94E-07,1.17E-03,0,1.22E-02,0,8.39E+08,84203,3.05E+08,0,8.39E+08,-7.26E-06,1.51E-09,-0.7104,8.71E-03,-8.57E+05,5.59E+05,0,1.22E-02,0,8.39E+08
64,1,8.09E-06,-7.35E-06,1.82E-09,-7.35E-06,-7.00E-06,-5.61E-06,1.82E-09,-0.69926,-0.62219,-0.69059,4.98E-03,-5.58E+05,5.04E+05,-2.34E+05,5.04E+05,-5.58E+05,3.94E+05,0,1.22E-02,1.94E-07,1.21E-03,0,1.22E-02,0,8.41E+08,76202,3.14E+08,0,8.41E+08,-7.35E-06,1.82E-09,-0.69926,4.98E-03,-5.58E+05,5.04E+05,0,1.22E-02,0,8.41E+08
65,1,8.21E-06,-7.44E-06,1.84E-09,-7.44E-06,-7.08E-06,-5.70E-06,1.84E-09,-0.6883,-0.6115,-0.67987,4.05E-03,-6.28E+05,5.56E+05,-3.29E+05,3.53E+05,-6.28E+05,5.56E+05,0,1.22E-02,1.54E-07,1.25E-03,0,1.22E-02,0,8.44E+08,61152,3.23E+08,0,8.44E+08,-7.44E-06,1.84E-09,-0.6883,4.05E-03,-6.28E+05,5.56E+05,0,1.22E-02,0,8.44E+08
66,1,8.34E-06,-7.53E-06,1.87E-09,-7.53E-06,-7.16E-06,-5.79E-06,1.87E-09,-0.67731,-0.60098,-0.66731,6.26E-03,-4.77E+05,5.43E+05,-1.51E+05,3.61E+05,-4.77E+05,5.43E+05,0,1.22E-02,2.13E-07,1.28E-03,0,1.22E-02,0,8.47E+08,85563,3.32E+08,0,8.47E+08,-7.53E-06,1.87E-09,-0.67731,6.26E-03,-4.77E+05,5.43E+05,0,1.22E-02,0,8.47E+08
67,1,8.47E-06,-7.61E-06,1.78E-09,-7.61E-06,-7.23E-06,-5.87E-06,1.78E-09,-0.66586,-0.58878,-0.65615,4.96E-03,-4.89E+05,5.11E+05,-1.15E+05,3.51E+05,-4.89E+05,5.11E+05,0,1.22E-02,2.11E-07,1.32E-03,0,1.22E-02,0,8.50E+08,86493,3.40E+08,0,8.50E+08,-7.61E-06,1.78E-09,-0.66586,4.96E-03,-4.89E+05,5.11E+05,0,1.22E-02,0,8.50E+08
68,1,8.60E-06,-7.70E-06,1.81E-09,-7.70E-06,-7.31E-06,-5.95E-06,1.81E-09,-0.65518,-0.57736,-0.64245,5.60E-03,-5.62E+05,5.62E+05,-66848,2.78E+05,-5.62E+05,5.62E+05,0,1.22E-02,1.93E-07,1.36E-03,0,1.22E-02,0,8.52E+08,74353,3.49E+08,0,8.52E+08,-7.70E-06,1.81E-09,-0.65518,5.60E-03,-5.62E+05,5.62E+05,0,1.22E-02,0,8.52E+08
69,1,8.73E-06,-7.78E-06,1.81E-09,-7.78E-06,-7.38E-06,-6.04E-06,1.81E-09,-0.6424,-0.56308,-0.63053,8.14E-03,-2.92E+05,8.06E+05,-53164,2.98E+05,-2.92E+05,8.06E+05,0,1.22E-02,1.91E-07,1.39E-03,0,1.22E-02,0,8.54E+08,75803,3.57E+08,0,8.54E+08,-7.78E-06,1.81E-09,-0.6424,8.14E-03,-2.92E+05,8.06E+05,0,1.22E-02,0,8.54E+08
70,1,8.86E-06,-7.86E-06,1.82E-09,-7.86E-06,-7.45E-06,-6.12E-06,1.82E-09,-0.63112,-0.55254,-0.61893,1.07E-02,-4.21E+05,3.63E+05,-1.69E+05,2.23E+05,-4.21E+05,3.63E+05,0,1.22E-02,2.36E-07,1.43E-03,0,1.22E-02,0,8.57E+08,1.02E+05,3.66E+08,0,8.57E+08,-7.86E-06,1.82E-09,-0.63112,1.07E-02,-4.21E+05,3.63E+05,0,1.22E-02,0,8.57E+08
71,1,8.98E-06,-7.94E-06,1.73E-09,-7.94E-06,-7.52E-06,-6.19E-06,1.73E-09,-0.61893,-0.54411,-0.60582,7.21E-03,-5.08E+05,3.68E+05,-44957,3.68E+05,-5.08E+05,3.42E+05,0,1.22E-02,2.26E-07,1.47E-03,0,1.22E-02,0,8.59E+08,93360,3.74E+08,0,8.59E+08,-7.94E-06,1.73E-09,-0.61893,7.21E-03,-5.08E+05,3.68E+05,0,1.22E-02,0,8.59E+08
72,1,9.11E-06,-8.02E-06,1.94E-09,-8.02E-06,-7.59E-06,-6.27E-06,1.94E-09,-0.60622,-0.5332,-0.59144,5.09E-03,-4.78E+05,3.76E+05,-1.14E+05,2.40E+05,-4.78E+05,3.76E+05,0,1.22E-02,1.96E-07,1.50E-03,0,1.22E-02,0,8.61E+08,78580,3.82E+08,0,8.61E+08,-8.02E-06,1.94E-09,-0.60622,5.09E-03,-4.78E+05,3.76E+05,0,1.22E-02,0,8.61E+08
73,1,9.24E-06,-8.10E-06,2.10E-09,-8.10E-06,-7.66E-06,-6.35E-06,2.10E-09,-0.59281,-0.52047,-0.57863,4.29E-03,-2.87E+05,6.45E+05,-13376,2.01E+05,-2.87E+05,6.45E+05,0,1.23E-02,1.93E-07,1.53E-03,0,1.23E-02,0,8.63E+08,81984,3.89E+08,0,8.63E+08,-8.10E-06,2.10E-09,-0.59281,4.29E-03,-2.87E+05,6.45E+05,0,1.23E-02,0,8.63E+08
74,1,9.37E-06,-8.17E-06,2.15E-09,-8.17E-06,-7.72E-06,-6.42E-06,2.15E-09,-0.5798,-0.50895,-0.5654,5.11E-03,-4.09E+05,4.71E+05,9048.6,1.99E+05,-4.09E+05,4.71E+05,0,1.23E-02,2.07E-07,1.57E-03,0,1.23E-02,0,8.65E+08,81293,3.97E+08,0,8.65E+08,-8.17E-06,2.15E-09,-0.5798,5.11E-03,-4.09E+05,4.71E+05,0,1.23E-02,0,8.65E+08
75,1,9.50E-06,-8.25E-06,1.94E-09,-8.25E-06,-7.79E-06,-6.49E-06,1.94E-09,-0.567,-0.49516,-0.55031,5.49E-03,-3.20E+05,4.20E+05,898.41,2.13E+05,-3.20E+05,4.20E+05,0,1.23E-02,2.39E-07,1.60E-03,0,1.23E-02,0,8.67E+08,94537,4.04E+08,0,8.67E+08,-8.25E-06,1.94E-09,-0.567,5.49E-03,-3.20E+05,4.20E+05,0,1.23E-02,0,8.67E+08
76,1,9.63E-06,-8.32E-06,1.92E-09,-8.32E-06,-7.85E-06,-6.56E-06,1.92E-09,-0.5547,-0.48128,-0.53539,5.54E-03,-3.52E+05,3.94E+05,-16428,2.20E+05,-3.52E+05,3.94E+05,0,1.23E-02,2.27E-07,1.63E-03,0,1.23E-02,0,8.68E+08,93537,4.11E+08,0,8.68E+08,-8.32E-06,1.92E-09,-0.5547,5.54E-03,-3.52E+05,3.94E+05,0,1.23E-02,0,8.68E+08
77,1,9.76E-06,-8.39E-06,1.88E-09,-8.39E-06,-7.91E-06,-6.63E-06,1.88E-09,-0.54148,-0.46851,-0.52282,7.52E-03,-2.97E+05,3.65E+05,-49475,1.81E+05,-2.97E+05,3.65E+05,0,1.23E-02,2.07E-07,1.66E-03,0,1.23E-02,0,8.70E+08,83308,4.18E+08,0,8.70E+08,-8.39E-06,1.88E-09,-0.54148,7.52E-03,-2.97E+05,3.65E+05,0,1.23E-02,0,8.70E+08
78,1,9.88E-06,-8.46E-06,1.87E-09,-8.46E-06,-7.97E-06,-6.70E-06,1.87E-09,-0.52765,-0.45557,-0.50774,7.40E-03,-3.71E+05,1.99E+05,20143,1.99E+05,-3.71E+05,1.81E+05,0,1.23E-02,2.43E-07,1.70E-03,0,1.23E-02,0,8.72E+08,94088,4.26E+08,0,8.72E+08,-8.46E-06,1.87E-09,-0.52765,7.40E-03,-3.71E+05,1.99E+05,0,1.23E-02,0,8.72E+08
79,1,1.00E-05,-8.52E-06,2.09E-09,-8.52E-06,-8.03E-06,-6.76E-06,2.09E-09,-0.51343,-0.44427,-0.49485,6.41E-03,-4.29E+05,3.02E+05,4685,2.00E+05,-4.29E+05,3.02E+05,0,1.23E-02,2.68E-07,1.73E-03,0,1.23E-02,0,8.73E+08,1.17E+05,4.32E+08,0,8.73E+08,-8.52E-06,2.09E-09,-0.51343,6.41E-03,-4.29E+05,3.02E+05,0,1.23E-02,0,8.73E+08
80,1,1.01E-05,-8.59E-06,2.30E-09,-8.59E-06,-8.09E-06,-6.82E-06,2.30E-09,-0.49962,-0.43154,-0.4787,4.90E-03,-3.29E+05,3.08E+05,64310,1.71E+05,-3.29E+05,3.08E+05,0,1.23E-02,2.79E-07,1.75E-03,0,1.23E-02,0,8.74E+08,1.21E+05,4.39E+08,0,8.74E+08,-8.59E-06,2.30E-09,-0.49962,4.90E-03,-3.29E+05,3.08E+05,0,1.23E-02,0,8.74E+08
81,1,1.03E-05,-8.65E-06,2.39E-09,-8.65E-06,-8.14E-06,-6.88E-06,2.39E-09,-0.48603,-0.41892,-0.46494,3.44E-03,-2.18E+05,2.65E+05,33273,1.52E+05,-2.18E+05,2.65E+05,0,1.23E-02,2.71E-07,1.78E-03,0,1.23E-02,0,8.76E+08,1.08E+05,4.45E+08,0,8.76E+08,-8.65E-06,2.39E-09,-0.48603,3.44E-03,-2.18E+05,2.65E+05,0,1.23E-02,0,8.76E+08
82,1,1.04E-05,-8.71E-06,2.20E-09,-8.71E-06,-8.19E-06,-6.94E-06,2.20E-09,-0.47149,-0.4045,-0.44973,4.96E-03,-2.83E+05,3.15E+05,56467,1.72E+05,-2.83E+05,3.15E+05,0,1.23E-02,2.30E-07,1.81E-03,0,1.23E-02,0,8.77E+08,91185,4.51E+08,0,8.77E+08,-8.71E-06,2.20E-09,-0.47149,4.96E-03,-2.83E+05,3.15E+05,0,1.23E-02,0,8.77E+08
83,1,1.05E-05,-8.77E-06,2.15E-09,-8.77E-06,-8.24E-06,-7.00E-06,2.15E-09,-0.45712,-0.39053,-0.43425,3.69E-03,-1.60E+05,2.91E+05,63326,1.75E+05,-1.60E+05,2.91E+05,0,1.23E-02,2.46E-07,1.84E-03,0,1.23E-02,0,8.78E+08,97044,4.57E+08,0,8.78E+08,-8.77E-06,2.15E-09,-0.45712,3.69E-03,-1.60E+05,2.91E+05,0,1.23E-02,0,8.78E+08
84,1,1.07E-05,-8.83E-06,2.08E-09,-8.83E-06,-8.29E-06,-7.05E-06,2.08E-09,-0.44198,-0.376,-0.41752,4.44E-03,-1.51E+05,1.93E+05,22078,1.54E+05,-1.51E+05,1.93E+05,0,1.23E-02,2.64E-07,1.86E-03,0,1.23E-02,0,8.79E+08,1.04E+05,4.62E+08,0,8.79E+08,-8.83E-06,2.08E-09,-0.44198,4.44E-03,-1.51E+05,1.93E+05,0,1.23E-02,0,8.79E+08
85,1,1.08E-05,-8.89E-06,2.04E-09,-8.89E-06,-8.34E-06,-7.10E-06,2.04E-09,-0.42774,-0.33355,-0.36423,7.07E-03,-2.46E+06,2.72E+06,-2.46E+06,2.72E+06,-1.40E+06,1.83E+06,0,1.23E-02,2.66E-07,1.88E-03,0,1.23E-02,0,8.82E+08,1.05E+05,4.68E+08,0,8.82E+08,-8.89E-06,2.04E-09,-0.42774,7.07E-03,-2.46E+06,2.72E+06,0,1.23E-02,0,8.82E+08
86,1,1.09E-05,-8.94E-06,2.00E-09,-8.94E-06,-8.39E-06,-7.15E-06,2.00E-09,-0.41282,-0.33703,-0.36069,7.35E-03,-1.82E+06,2.33E+06,-1.82E+06,2.33E+06,-1.38E+06,7.88E+05,0,1.23E-02,2.39E-07,1.90E-03,0,1.23E-02,0,8.84E+08,93687,4.74E+08,0,8.84E+08,-8.94E-06,2.00E-09,-0.41282,7.35E-03,-1.82E+06,2.33E+06,0,1.23E-02,0,8.84E+08
87,1,1.10E-05,-8.99E-06,2.29E-09,-8.99E-06,-8.43E-06,-7.20E-06,2.29E-09,-0.39801,-0.3293,-0.35389,5.40E-03,-1.22E+06,1.87E+06,-1.22E+06,1.87E+06,-9.44E+05,5.86E+05,0,1.23E-02,2.85E-07,1.92E-03,0,1.23E-02,0,8.87E+08,1.12E+05,4.79E+08,0,8.87E+08,-8.99E-06,2.29E-09,-0.39801,5.40E-03,-1.22E+06,1.87E+06,0,1.23E-02,0,8.87E+08
88,1,1.12E-05,-9.04E-06,2.58E-09,-9.04E-06,-8.47E-06,-7.24E-06,2.58E-09,-0.38277,-0.31343,-0.33447,5.68E-03,-1.12E+06,1.02E+06,-1.12E+06,1.02E+06,-5.08E+05,8.53E+05,0,1.23E-02,2.91E-07,1.93E-03,0,1.23E-02,0,8.89E+08,1.26E+05,4.85E+08,0,8.89E+08,-9.04E-06,2.58E-09,-0.38277,5.68E-03,-1.12E+06,1.02E+06,0,1.23E-02,0,8.89E+08
89,1,1.13E-05,-9.09E-06,2.77E-09,-9.09E-06,-8.51E-06,-7.29E-06,2.77E-09,-0.36717,-0.29988,-0.32249,4.32E-03,-6.68E+05,8.21E+05,-6.48E+05,8.21E+05,-6.68E+05,6.74E+05,0,1.23E-02,2.71E-07,1.95E-03,0,1.23E-02,0,8.92E+08,1.18E+05,4.89E+08,0,8.92E+08,-9.09E-06,2.77E-09,-0.36717,4.32E-03,-6.68E+05,8.21E+05,0,1.23E-02,0,8.92E+08
90,1,1.14E-05,-9.14E-06,2.67E-09,-9.14E-06,-8.55E-06,-7.33E-06,2.67E-09,-0.35114,-0.28735,-0.30552,6.18E-03,-6.45E+05,1.15E+06,-6.45E+05,1.04E+06,-4.62E+05,1.15E+06,0,1.23E-02,2.89E-07,1.96E-03,0,1.23E-02,0,8.94E+08,1.10E+05,4.94E+08,0,8.94E+08,-9.14E-06,2.67E-09,-0.35114,6.18E-03,-6.45E+05,1.15E+06,0,1.23E-02,0,8.94E+08
91,1,1.16E-05,-9.18E-06,2.37E-09,-9.18E-06,-8.58E-06,-7.36E-06,2.37E-09,-0.33535,-0.26963,-0.29186,5.42E-03,-6.39E+05,8.48E+05,-2.88E+05,7.33E+05,-6.39E+05,8.48E+05,0,1.23E-02,2.85E-07,1.97E-03,0,1.23E-02,0,8.96E+08,1.10E+05,4.98E+08,0,8.96E+08,-9.18E-06,2.37E-09,-0.33535,5.42E-03,-6.39E+05,8.48E+05,0,1.23E-02,0,8.96E+08
92,1,1.17E-05,-9.22E-06,2.05E-09,-9.22E-06,-8.62E-06,-7.40E-06,2.05E-09,-0.3187,-0.25613,-0.27436,5.86E-03,-5.51E+05,6.78E+05,-4.34E+05,6.78E+05,-5.51E+05,3.94E+05,0,1.23E-02,2.78E-07,1.99E-03,0,1.23E-02,0,8.98E+08,1.09E+05,5.02E+08,0,8.98E+08,-9.22E-06,2.05E-09,-0.3187,5.86E-03,-5.51E+05,6.78E+05,0,1.23E-02,0,8.98E+08
93,1,1.18E-05,-9.26E-06,2.11E-09,-9.26E-06,-8.65E-06,-7.43E-06,2.11E-09,-0.3024,-0.24089,-0.25821,4.46E-03,-5.81E+05,7.40E+05,-2.83E+05,7.40E+05,-5.81E+05,3.96E+05,0,1.23E-02,2.86E-07,2.00E-03,0,1.23E-02,0,9.01E+08,1.16E+05,5.06E+08,0,9.01E+08,-9.26E-06,2.11E-09,-0.3024,4.46E-03,-5.81E+05,7.40E+05,0,1.23E-02,0,9.01E+08
94,1,1.19E-05,-9.30E-06,2.33E-09,-9.30E-06,-8.68E-06,-7.47E-06,2.33E-09,-0.28571,-0.2235,-0.24115,4.76E-03,-4.34E+05,5.21E+05,-2.80E+05,5.21E+05,-4.34E+05,4.01E+05,0,1.23E-02,2.82E-07,2.01E-03,0,1.23E-02,0,9.03E+08,1.12E+05,5.09E+08,0,9.03E+08,-9.30E-06,2.33E-09,-0.28571,4.76E-03,-4.34E+05,5.21E+05,0,1.23E-02,0,9.03E+08
95,1,1.21E-05,-9.34E-06,2.70E-09,-9.34E-06,-8.71E-06,-7.50E-06,2.70E-09,-0.26865,-0.20533,-0.22472,5.81E-03,-2.53E+05,4.84E+05,-2.53E+05,4.84E+05,-2.39E+05,4.50E+05,0,1.23E-02,2.93E-07,2.02E-03,0,1.23E-02,0,9.05E+08,1.12E+05,5.12E+08,0,9.05E+08,-9.34E-06,2.70E-09,-0.26865,5.81E-03,-2.53E+05,4.84E+05,0,1.23E-02,0,9.05E+08
96,1,1.22E-05,-9.37E-06,2.67E-09,-9.37E-06,-8.73E-06,-7.52E-06,2.67E-09,-0.25243,-0.18706,-0.20746,5.38E-03,-2.81E+05,4.60E+05,-1.41E+05,3.89E+05,-2.81E+05,4.60E+05,0,1.23E-02,3.18E-07,2.03E-03,0,1.23E-02,0,9.06E+08,1.24E+05,5.15E+08,0,9.06E+08,-9.37E-06,2.67E-09,-0.25243,5.38E-03,-2.81E+05,4.60E+05,0,1.23E-02,0,9.06E+08
97,1,1.23E-05,-9.40E-06,2.75E-09,-9.40E-06,-8.76E-06,-7.55E-06,2.75E-09,-0.23599,-0.16901,-0.18978,6.47E-03,-2.35E+05,4.78E+05,-88225,4.78E+05,-2.35E+05,3.71E+05,0,1.23E-02,3.38E-07,2.03E-03,0,1.23E-02,0,9.08E+08,1.43E+05,5.18E+08,0,9.08E+08,-9.40E-06,2.75E-09,-0.23599,6.47E-03,-2.35E+05,4.78E+05,0,1.23E-02,0,9.08E+08
98,1,1.25E-05,-9.43E-06,2.75E-09,-9.43E-06,-8.78E-06,-7.57E-06,2.75E-09,-0.21976,-0.14973,-0.17343,8.94E-03,-3.34E+05,3.16E+05,-1.71E+05,3.16E+05,-3.34E+05,2.93E+05,0,1.23E-02,3.36E-07,2.04E-03,0,1.23E-02,0,9.10E+08,1.32E+05,5.21E+08,0,9.10E+08,-9.43E-06,2.75E-09,-0.21976,8.94E-03,-3.34E+05,3.16E+05,0,1.23E-02,0,9.10E+08
99,1,1.26E-05,-9.46E-06,2.52E-09,-9.46E-06,-8.80E-06,-7.59E-06,2.52E-09,-0.20243,-0.13109,-0.15767,6.03E-03,-3.08E+05,3.66E+05,-1.23E+05,3.66E+05,-3.08E+05,3.25E+05,0,1.23E-02,3.10E-07,2.05E-03,0,1.23E-02,0,9.11E+08,1.19E+05,5.23E+08,0,9.11E+08,-9.46E-06,2.52E-09,-0.20243,6.03E-03,-3.08E+05,3.66E+05,0,1.23E-02,0,9.11E+08
100,1,1.27E-05,-9.48E-06,2.21E-09,-9.48E-06,-8.82E-06,-7.61E-06,2.21E-09,-0.18468,-0.11174,-0.14099,4.25E-03,-3.03E+05,4.35E+05,4075.3,4.35E+05,-3.03E+05,2.94E+05,0,1.23E-02,3.10E-07,2.06E-03,0,1.23E-02,0,9.12E+08,1.20E+05,5.25E+08,0,9.12E+08,-9.48E-06,2.21E-09,-0.18468,4.25E-03,-3.03E+05,4.35E+05,0,1.23E-02,0,9.12E+08
101,1,1.28E-05,-9.50E-06,2.10E-09,-9.50E-06,-8.83E-06,-7.63E-06,2.10E-09,-0.16648,-9.26E-02,-0.12379,4.71E-03,-2.84E+05,3.09E+05,1386.7,3.09E+05,-2.84E+05,2.57E+05,0,1.23E-02,3.21E-07,2.06E-03,0,1.23E-02,0,9.13E+08,1.28E+05,5.27E+08,0,9.13E+08,-9.50E-06,2.10E-09,-0.16648,4.71E-03,-2.84E+05,3.09E+05,0,1.23E-02,0,9.13E+08
102,1,1.30E-05,-9.52E-06,2.55E-09,-9.52E-06,-8.85E-06,-7.65E-06,2.55E-09,-0.14883,-7.37E-02,-0.10528,5.98E-03,-2.20E+05,3.63E+05,-14547,2.67E+05,-2.20E+05,3.63E+05,0,1.23E-02,3.01E-07,2.06E-03,0,1.23E-02,0,9.14E+08,1.22E+05,5.28E+08,0,9.14E+08,-9.52E-06,2.55E-09,-0.14883,5.98E-03,-2.20E+05,3.63E+05,0,1.23E-02,0,9.14E+08
103,1,1.31E-05,-9.54E-06,2.91E-09,-9.54E-06,-8.86E-06,-7.66E-06,2.91E-09,-0.13181,-5.46E-02,-8.84E-02,6.85E-03,-1.02E+05,3.88E+05,-17605,2.85E+05,-1.02E+05,3.88E+05,0,1.23E-02,2.95E-07,2.07E-03,0,1.23E-02,0,9.15E+08,1.13E+05,5.29E+08,0,9.15E+08,-9.54E-06,2.91E-09,-0.13181,6.85E-03,-1.02E+05,3.88E+05,0,1.23E-02,0,9.15E+08
104,1,1.32E-05,-9.56E-06,2.98E-09,-9.56E-06,-8.87E-06,-7.67E-06,2.98E-09,-0.11466,-3.52E-02,-6.90E-02,1.32E-02,-1.42E+05,4.44E+05,-21965,4.44E+05,-1.42E+05,3.63E+05,0,1.23E-02,3.08E-07,2.07E-03,0,1.23E-02,0,9.15E+08,1.17E+05,5.30E+08,0,9.15E+08,-9.56E-06,2.98E-09,-0.11466,1.32E-02,-1.42E+05,4.44E+05,0,1.23E-02,0,9.15E+08
105,1,1.34E-05,-9.57E-06,2.74E-09,-9.57E-06,-8.88E-06,-7.68E-06,2.74E-09,-9.79E-02,-1.65E-02,-5.24E-02,1.96E-02,-3.11E+05,2.71E+05,15810,2.71E+05,-3.11E+05,2.55E+05,0,1.23E-02,3.06E-07,2.07E-03,0,1.23E-02,0,9.16E+08,1.32E+05,5.32E+08,0,9.16E+08,-9.57E-06,2.74E-09,-9.79E-02,1.96E-02,-3.11E+05,2.71E+05,0,1.23E-02,0,9.16E+08
106,1,1.35E-05,-9.58E-06,2.55E-09,-9.58E-06,-8.88E-06,-7.68E-06,2.55E-09,-8.05E-02,2.50E-03,-3.52E-02,1.39E-02,-3.70E+05,2.76E+05,12728,2.76E+05,-3.70E+05,1.51E+05,0,1.23E-02,3.17E-07,2.08E-03,0,1.23E-02,0,9.16E+08,1.37E+05,5.32E+08,0,9.16E+08,-9.58E-06,2.55E-09,-8.05E-02,1.39E-02,-3.70E+05,2.76E+05,0,1.23E-02,0,9.16E+08
107,1,1.36E-05,-9.59E-06,2.32E-09,-9.59E-06,-8.88E-06,-7.68E-06,2.32E-09,-6.28E-02,2.15E-02,-1.81E-02,3.86E-03,-2.68E+05,2.28E+05,40094,2.28E+05,-2.68E+05,1.79E+05,0,1.23E-02,3.27E-07,2.08E-03,0,1.23E-02,0,9.17E+08,1.36E+05,5.33E+08,0,9.17E+08,-9.59E-06,2.32E-09,-6.28E-02,2.15E-02,-2.68E+05,2.28E+05,0,1.23E-02,0,9.17E+08
108,1,1.37E-05,-9.60E-06,2.25E-09,-9.60E-06,-8.88E-06,-7.69E-06,2.25E-09,-4.51E-02,4.09E-02,-2.17E-02,3.54E-03,-2.33E+05,2.87E+05,20397,2.54E+05,-2.33E+05,2.87E+05,0,1.23E-02,3.30E-07,2.08E-03,0,1.23E-02,0,9.16E+08,1.29E+05,5.33E+08,0,9.16E+08,-9.60E-06,2.25E-09,-4.51E-02,4.09E-02,-2.33E+05,2.87E+05,0,1.23E-02,0,9.16E+08
109,1,1.39E-05,-9.60E-06,2.35E-09,-9.60E-06,-8.88E-06,-7.69E-06,2.35E-09,-2.72E-02,6.11E-02,-1.97E-02,1.34E-02,-1.50E+05,3.12E+05,44231,2.28E+05,-1.50E+05,3.12E+05,0,1.23E-02,3.09E-07,2.08E-03,0,1.23E-02,0,9.15E+08,1.25E+05,5.32E+08,0,9.15E+08,-9.60E-06,2.35E-09,-2.72E-02,6.11E-02,-1.50E+05,3.12E+05,0,1.23E-02,0,9.15E+08
110,1,1.40E-05,-9.61E-06,2.69E-09,-9.61E-06,-8.88E-06,-7.68E-06,2.69E-09,-8.77E-03,8.07E-02,-9.09E-03,3.17E-02,-68018,3.36E+05,52669,2.77E+05,-68018,3.36E+05,0,1.23E-02,2.96E-07,2.07E-03,0,1.23E-02,0,9.14E+08,1.19E+05,5.31E+08,0,9.14E+08,-9.61E-06,2.69E-09,-9.09E-03,8.07E-02,-68018,3.36E+05,0,1.23E-02,0,9.14E+08
