Unnamed: 0,Steps,Time [s],[A] Directional Deformation Flexible (Min) [m],[B] Directional Deformation Flexible (Max) [m],[C] Directional Deformation SiC (Min) [m],[D] Directional Deformation SiC (Max) [m],[E] Directional Deformation Asperity (Min) [m],[F] Directional Deformation Asperity (Max) [m],[G] Directional Velocity Flexible (Min) [m/s],[H] Directional Velocity Flexible (Max) [m/s],[I] Directional Velocity SiC (Min) [m/s],[J] Directional Velocity SiC (Max) [m/s],[K] Directional Velocity Asperity (Min) [m/s],[L] Directional Velocity Asperity (Max) [m/s],[M] Directional Acceleration Flexible (Min) [m/s²],[N] Directional Acceleration Flexible (Max) [m/s²],[O] Directional Acceleration SiC (Min) [m/s²],[P] Directional Acceleration SiC (Max) [m/s²],[Q] Directional Acceleration Asperity (Min) [m/s²],[R] Directional Acceleration Asperity (Max) [m/s²],[S] Equivalent Elastic Strain Flexible (Min) [m/m],[T] Equivalent Elastic Strain Flexible (Max) [m/m],[U] Equivalent Elastic Strain SiC (Min) [m/m],[V] Equivalent Elastic Strain SiC (Max) [m/m],[W] Equivalent Elastic Strain Asperity (Min) [m/m],[X] Equivalent Elastic Strain Asperity (Max) [m/m],[Y] Equivalent Stress Flexible (Min) [Pa],[Z] Equivalent Stress Flexible (Max) [Pa],[AA] Equivalent Stress SiC (Min) [Pa],[AB] Equivalent Stress SiC (Max) [Pa],[AC] Equivalent Stress Asperity (Min) [Pa],[AD] Equivalent Stress Asperity (Max) [Pa],[AE] Directional Deformation 4 (Min) [m],[AF] Directional Deformation 4 (Max) [m],[AG] Directional Velocity 4 (Min) [m/s],[AH] Directional Velocity 4 (Max) [m/s],[AI] Directional Acceleration (Min) [m/s²],[AJ] Directional Acceleration (Max) [m/s²],[AK] Equivalent Elastic Strain 4 (Min) [m/m],[AL] Equivalent Elastic Strain 4 (Max) [m/m],[AM] Equivalent Stress 4 (Min) [Pa],[AN] Equivalent Stress 4 (Max) [Pa]
48,1,6.03E-06,-8.13E-05,3.91E-06,-8.13E-05,-7.93E-05,-7.85E-05,3.91E-06,-11.305,1.812,-10.61,-10.196,-11.305,1.812,-2.07E+07,3.22E+07,-2.07E+07,3.22E+07,-1.14E+07,1.21E+07,0.00E+00,8.12E-03,2.15E-06,5.86E-03,0,8.12E-03,0,1.90E+09,6.42E+05,1.90E+09,0,8.83E+08,-8.13E-05,3.91E-06,-11.305,1.812,-2.07E+07,3.22E+07,0,8.12E-03,0,1.90E+09
49,1,6.16E-06,-8.26E-05,4.16E-06,-8.26E-05,-8.06E-05,-7.98E-05,4.16E-06,-10.988,1.9531,-10.395,-10.034,-10.988,1.9531,-4.14E+07,3.38E+07,-4.14E+07,3.38E+07,-1.05E+07,1.15E+07,0.00E+00,8.12E-03,2.54E-06,6.07E-03,0,8.12E-03,0,1.94E+09,9.96E+05,1.94E+09,0,8.83E+08,-8.26E-05,4.16E-06,-10.988,1.9531,-4.14E+07,3.38E+07,0,8.12E-03,0,1.94E+09
50,1,6.29E-06,-8.40E-05,4.37E-06,-8.40E-05,-8.19E-05,-8.11E-05,4.37E-06,-10.782,1.8314,-10.245,-9.8955,-10.782,1.8314,-1.93E+07,3.88E+07,-1.93E+07,3.88E+07,-8.08E+06,1.13E+07,0.00E+00,8.12E-03,3.62E-06,6.25E-03,0,8.12E-03,0,1.97E+09,1.62E+06,1.97E+09,0,8.83E+08,-8.40E-05,4.37E-06,-10.782,1.8314,-1.93E+07,3.88E+07,0,8.12E-03,0,1.97E+09
51,1,6.42E-06,-8.53E-05,4.62E-06,-8.53E-05,-8.32E-05,-8.23E-05,4.62E-06,-10.486,1.8928,-10.036,-9.6925,-10.486,1.8928,-1.53E+07,3.37E+07,-1.53E+07,3.37E+07,-1.08E+07,1.07E+07,0.00E+00,8.12E-03,3.23E-06,6.42E-03,0,8.12E-03,0,2.00E+09,1.41E+06,2.00E+09,0,8.82E+08,-8.53E-05,4.62E-06,-10.486,1.8928,-1.53E+07,3.37E+07,0,8.12E-03,0,2.00E+09
52,1,6.55E-06,-8.65E-05,4.82E-06,-8.65E-05,-8.44E-05,-8.36E-05,4.82E-06,-10.9,1.4731,-9.8504,-8.9766,-10.9,1.4731,-8.19E+07,1.44E+08,-8.19E+07,1.44E+08,-3.33E+07,4.34E+07,0.00E+00,8.12E-03,2.15E-06,6.65E-03,0,8.12E-03,0,1.92E+09,7.63E+05,1.92E+09,0,8.82E+08,-8.65E-05,4.82E-06,-10.9,1.4731,-8.19E+07,1.44E+08,0,8.12E-03,0,1.92E+09
53,1,6.67E-06,-8.78E-05,5.00E-06,-8.78E-05,-8.56E-05,-8.48E-05,5.00E-06,-11.742,0.85523,-9.7022,-8.0515,-11.742,0.85523,-3.12E+08,2.95E+08,-3.04E+08,2.95E+08,-3.12E+08,1.71E+08,0.00E+00,8.12E-03,2.49E-06,6.83E-03,0,8.12E-03,0,1.94E+09,9.69E+05,1.94E+09,0,8.82E+08,-8.78E-05,5.00E-06,-11.742,0.85523,-3.12E+08,2.95E+08,0,8.12E-03,0,1.94E+09
54,1,6.80E-06,-8.90E-05,4.89E-06,-8.90E-05,-8.68E-05,-8.61E-05,4.89E-06,-10.479,0.95736,-9.4984,-6.2665,-10.479,0.95736,-1.28E+08,1.02E+08,-7.48E+07,9.93E+07,-1.28E+08,1.02E+08,0.00E+00,8.12E-03,3.82E-06,6.82E-03,0,8.12E-03,0,1.94E+09,1.64E+06,1.94E+09,0,8.83E+08,-8.90E-05,4.89E-06,-10.479,0.95736,-1.28E+08,1.02E+08,0,8.12E-03,0,1.94E+09
55,1,6.93E-06,-9.02E-05,4.38E-06,-9.02E-05,-8.80E-05,-8.73E-05,4.38E-06,-11.288,0.87083,-9.343,-8.0516,-11.288,0.87083,-1.09E+08,8.94E+07,-3.47E+07,4.22E+07,-1.09E+08,8.94E+07,0.00E+00,8.12E-03,3.13E-06,6.59E-03,0,8.12E-03,0,1.88E+09,1.36E+06,1.88E+09,0,8.83E+08,-9.02E-05,4.38E-06,-11.288,0.87083,-1.09E+08,8.94E+07,0,8.12E-03,0,1.88E+09
56,1,7.06E-06,-9.14E-05,3.79E-06,-9.14E-05,-8.91E-05,-8.85E-05,3.79E-06,-11.331,0.95334,-9.1447,-8.0766,-11.331,0.95334,-5.38E+07,4.98E+07,-2.44E+07,3.42E+07,-5.38E+07,4.98E+07,0.00E+00,8.12E-03,2.92E-06,6.44E-03,0,8.12E-03,0.00E+00,1.88E+09,1.02E+06,1.88E+09,0,8.84E+08,-9.14E-05,3.79E-06,-11.331,0.95334,-5.38E+07,4.98E+07,0,8.12E-03,0,1.88E+09
57,1,7.19E-06,-9.26E-05,3.45E-06,-9.26E-05,-9.02E-05,-8.97E-05,3.45E-06,-10.917,0.84632,-1.01E+01,-7.907,-1.09E+01,0.84632,-2.01E+08,2.28E+08,-2.01E+08,2.28E+08,-5.23E+07,9.70E+07,0.00E+00,8.11E-03,2.69E-06,6.23E-03,0,8.11E-03,0.00E+00,1.88E+09,1.09E+06,1.88E+09,0,8.84E+08,-9.26E-05,3.45E-06,-10.917,0.84632,-2.01E+08,2.28E+08,0,8.11E-03,0,1.88E+09
58,1,7.32E-06,-9.37E-05,3.36E-06,-9.37E-05,-9.13E-05,-9.08E-05,3.36E-06,-10.602,1.0874,-9.1274,-7.5186,-10.602,1.0874,-9.69E+07,1.51E+08,-9.69E+07,1.51E+08,-7.60E+07,6.33E+07,0.00E+00,8.11E-03,3.58E-06,6.01E-03,0,8.11E-03,0.00E+00,1.93E+09,1.31E+06,1.93E+09,0,8.84E+08,-9.37E-05,3.36E-06,-10.602,1.0874,-9.69E+07,1.51E+08,0,8.11E-03,0,1.93E+09
59,1,7.44E-06,-9.48E-05,3.20E-06,-9.48E-05,-9.23E-05,-9.19E-05,3.20E-06,-10.561,1.036,-8.7161,-7.5914,-10.561,1.036,-9.19E+07,8.19E+07,-9.19E+07,8.19E+07,-2.97E+07,5.08E+07,0.00E+00,8.11E-03,5.14E-06,6.42E-03,0,8.11E-03,0.00E+00,2.11E+09,1.90E+06,2.11E+09,0,8.84E+08,-9.48E-05,3.20E-06,-10.561,1.036,-9.19E+07,8.19E+07,0,8.11E-03,0,2.11E+09
60,1,7.57E-06,-9.59E-05,3.15E-06,-9.59E-05,-9.33E-05,-9.30E-05,3.15E-06,-9.1073,4.42E-01,-8.5442,-6.4412,-9.1073,0.44232,-1.25E+08,6.88E+07,-1.14E+08,6.88E+07,-1.25E+08,3.95E+07,0.00E+00,8.11E-03,3.96E-06,6.62E-03,0,8.11E-03,0.00E+00,2.21E+09,1.66E+06,2.21E+09,0,8.84E+08,-9.59E-05,3.15E-06,-9.1073,0.44232,-1.25E+08,6.88E+07,0,8.11E-03,0,2.21E+09
61,1,7.70E-06,-9.69E-05,3.12E-06,-9.69E-05,-9.43E-05,-9.41E-05,3.12E-06,-8.6149,0.95174,-8.2734,-6.9609,-8.6149,0.95174,-5.77E+07,1.41E+08,-4.03E+07,1.41E+08,-5.77E+07,3.93E+07,0.00E+00,8.14E-03,2.88E-06,6.60E-03,0,8.14E-03,0.00E+00,2.30E+09,1.09E+06,2.30E+09,0,8.85E+08,-9.69E-05,3.12E-06,-8.6149,0.95174,-5.77E+07,1.41E+08,0,8.14E-03,0,2.30E+09
62,1,7.83E-06,-9.80E-05,3.15E-06,-9.80E-05,-9.53E-05,-9.51E-05,3.15E-06,-8.5573,0.39486,-7.8824,-6.7312,-8.5573,0.39486,-6.37E+07,4.43E+07,-6.37E+07,4.43E+07,-2.33E+07,2.22E+07,0.00E+00,8.17E-03,3.47E-06,6.51E-03,0,8.17E-03,0.00E+00,2.35E+09,1.41E+06,2.35E+09,0,8.85E+08,-9.80E-05,3.15E-06,-8.5573,0.39486,-6.37E+07,4.43E+07,0,8.17E-03,0,2.35E+09
63,1,7.96E-06,-9.90E-05,3.07E-06,-9.90E-05,-9.63E-05,-9.61E-05,3.07E-06,-9.4241,0.29245,-7.6738,-6.5799,-9.4241,0.29245,-1.32E+08,4.69E+07,-1.02E+08,4.66E+07,-1.32E+08,4.69E+07,0.00E+00,8.19E-03,3.48E-06,6.37E-03,0,8.19E-03,0.00E+00,2.36E+09,1.51E+06,2.36E+09,0,8.85E+08,-9.90E-05,3.07E-06,-9.4241,0.29245,-1.32E+08,4.69E+07,0,8.19E-03,0,2.36E+09
64,1,8.09E-06,-9.99E-05,2.42E-06,-9.99E-05,-9.73E-05,-9.71E-05,2.42E-06,-8.6652,0.20974,-7.4485,-6.3465,-8.6652,0.20974,-4.02E+07,7.83E+07,-4.02E+07,5.71E+07,-3.17E+07,7.83E+07,0.00E+00,8.20E-03,3.51E-06,6.24E-03,0,8.20E-03,0.00E+00,2.35E+09,1.23E+06,2.35E+09,0,8.85E+08,-9.99E-05,2.42E-06,-8.6652,0.20974,-4.02E+07,7.83E+07,0,8.20E-03,0,2.35E+09
65,1,8.21E-06,-1.01E-04,1.82E-06,-1.01E-04,-9.82E-05,-9.81E-05,1.82E-06,-8.513,0.44324,-7.224,-6.3131,-8.513,0.44324,-3.14E+07,3.26E+07,-3.14E+07,3.26E+07,-2.82E+07,2.21E+07,0.00E+00,8.20E-03,3.82E-06,6.11E-03,0,8.20E-03,0.00E+00,2.35E+09,1.37E+06,2.35E+09,0,8.86E+08,-1.01E-04,1.82E-06,-8.513,0.44324,-3.14E+07,3.26E+07,0,8.20E-03,0,2.35E+09
66,1,8.34E-06,-1.02E-04,1.28E-06,-1.02E-04,-9.91E-05,-9.90E-05,1.28E-06,-8.3449,0.6295,-6.9898,-6.2312,-8.3449,0.6295,-3.16E+07,3.05E+07,-3.16E+07,3.05E+07,-1.10E+07,1.73E+07,0.00E+00,8.22E-03,3.49E-06,6.01E-03,0,8.22E-03,0.00E+00,2.34E+09,1.37E+06,2.34E+09,0,8.86E+08,-1.02E-04,1.28E-06,-8.3449,0.6295,-3.16E+07,3.05E+07,0,8.22E-03,0,2.34E+09
67,1,8.47E-06,-1.03E-04,1.37E-06,-1.03E-04,-9.99E-05,-9.99E-05,1.37E-06,-8.2993,1.2109,-6.7683,-6.1135,-8.2993,1.2109,-1.85E+07,2.69E+07,-1.85E+07,2.69E+07,-1.40E+07,2.11E+07,0.00E+00,8.23E-03,4.41E-06,6.07E-03,0,8.23E-03,0.00E+00,2.33E+09,1.77E+06,2.33E+09,0,8.86E+08,-1.03E-04,1.37E-06,-8.2993,1.2109,-1.85E+07,2.69E+07,0,8.23E-03,0,2.33E+09
68,1,8.60E-06,-1.03E-04,1.51E-06,-1.03E-04,-1.01E-04,-1.01E-04,1.51E-06,-7.9165,1.0076,-6.5311,-5.8346,-7.9165,1.0076,-3.03E+07,2.77E+07,-3.03E+07,2.77E+07,-2.06E+07,1.63E+07,0.00E+00,8.24E-03,5.30E-06,6.30E-03,0,8.24E-03,0.00E+00,2.46E+09,2.14E+06,2.46E+09,0,8.86E+08,-1.03E-04,1.51E-06,-7.9165,1.0076,-3.03E+07,2.77E+07,0,8.24E-03,0,2.46E+09
69,1,8.73E-06,-1.04E-04,1.57E-06,-1.04E-04,-1.02E-04,-1.02E-04,1.57E-06,-7.5425,0.46597,-6.3008,-5.6725,-7.5425,0.46597,-3.46E+07,5.31E+07,-3.46E+07,2.83E+07,-2.18E+07,5.31E+07,0.00E+00,8.25E-03,4.17E-06,6.52E-03,0,8.25E-03,0.00E+00,2.55E+09,1.56E+06,2.55E+09,0,8.85E+08,-1.04E-04,1.57E-06,-7.5425,0.46597,-3.46E+07,5.31E+07,0,8.25E-03,0,2.55E+09
70,1,8.86E-06,-1.05E-04,1.62E-06,-1.05E-04,-1.02E-04,-1.02E-04,1.62E-06,-7.5289,0.40875,-6.0706,-5.5435,-7.5289,0.40875,-2.56E+07,1.65E+07,-2.26E+07,1.65E+07,-2.56E+07,1.22E+07,0.00E+00,8.26E-03,3.11E-06,6.76E-03,0,8.26E-03,0.00E+00,2.62E+09,1.05E+06,2.62E+09,0,8.85E+08,-1.05E-04,1.62E-06,-7.5289,0.40875,-2.56E+07,1.65E+07,0,8.26E-03,0,2.62E+09
71,1,8.98E-06,-1.06E-04,1.60E-06,-1.06E-04,-1.03E-04,-1.03E-04,1.60E-06,-7.0616,0.24618,-5.9178,-4.8473,-7.0616,0.24618,-1.87E+08,5.01E+07,-6.20E+07,5.01E+07,-1.87E+08,2.69E+07,0.00E+00,8.26E-03,4.03E-06,7.00E-03,0,8.26E-03,0.00E+00,2.68E+09,1.56E+06,2.68E+09,0,8.85E+08,-1.06E-04,1.60E-06,-7.0616,0.24618,-1.87E+08,5.01E+07,0,8.26E-03,0,2.68E+09
72,1,9.11E-06,-1.07E-04,1.13E-06,-1.07E-04,-1.04E-04,-1.04E-04,1.13E-06,-6.958,0.19468,-5.6239,-4.947,-6.958,0.19468,-7.29E+07,3.05E+07,-3.81E+07,3.05E+07,-7.29E+07,1.91E+07,0.00E+00,8.26E-03,4.08E-06,7.20E-03,0,8.26E-03,0.00E+00,2.72E+09,1.73E+06,2.72E+09,0,8.86E+08,-1.07E-04,1.13E-06,-6.958,0.19468,-7.29E+07,3.05E+07,0,8.26E-03,0,2.72E+09
73,1,9.24E-06,-1.07E-04,6.48E-07,-1.07E-04,-1.04E-04,-1.05E-04,6.48E-07,-5.549,0.2771,-5.3868,-4.6892,-5.549,0.2771,-3.54E+07,4.62E+07,-3.54E+07,4.62E+07,-2.27E+07,1.75E+07,0.00E+00,8.25E-03,4.20E-06,7.39E-03,0,8.25E-03,0.00E+00,2.77E+09,1.61E+06,2.77E+09,0,8.86E+08,-1.07E-04,6.48E-07,-5.549,0.2771,-3.54E+07,4.62E+07,0,8.25E-03,0,2.77E+09
74,1,9.37E-06,-1.08E-04,1.86E-07,-1.08E-04,-1.05E-04,-1.05E-04,1.86E-07,-5.3374,0.39757,-5.1441,-4.6016,-5.3374,0.39757,-1.96E+07,5.61E+07,-1.96E+07,5.61E+07,-8.92E+06,1.23E+07,0.00E+00,8.24E-03,3.58E-06,7.57E-03,0,8.24E-03,0.00E+00,2.80E+09,1.19E+06,2.80E+09,0,8.86E+08,-1.08E-04,1.86E-07,-5.3374,0.39757,-1.96E+07,5.61E+07,0,8.24E-03,0,2.80E+09
75,1,9.50E-06,-1.09E-04,1.75E-07,-1.09E-04,-1.06E-04,-1.06E-04,1.75E-07,-5.1473,0.639,-4.9288,-4.4112,-5.1473,0.639,-1.45E+07,3.13E+07,-1.45E+07,3.13E+07,-8.60E+06,1.01E+07,0.00E+00,8.23E-03,4.14E-06,7.70E-03,0,8.23E-03,0.00E+00,2.82E+09,1.54E+06,2.82E+09,0,8.86E+08,-1.09E-04,1.75E-07,-5.1473,0.639,-1.45E+07,3.13E+07,0,8.23E-03,0,2.82E+09
76,1,9.63E-06,-1.09E-04,1.61E-07,-1.09E-04,-1.06E-04,-1.06E-04,1.61E-07,-4.932,0.44559,-4.6783,-4.1273,-4.932,0.44559,-1.62E+07,1.63E+07,-1.62E+07,1.63E+07,-1.50E+07,9.36E+06,0.00E+00,8.22E-03,4.93E-06,7.88E-03,0,8.22E-03,0.00E+00,2.86E+09,1.91E+06,2.86E+09,0,8.86E+08,-1.09E-04,1.61E-07,-4.932,0.44559,-1.62E+07,1.63E+07,0,8.22E-03,0,2.86E+09
77,1,9.76E-06,-1.10E-04,1.71E-07,-1.10E-04,-1.07E-04,-1.07E-04,1.71E-07,-4.8046,0.32556,-4.4421,-3.8643,-4.8046,0.32556,-1.41E+07,1.47E+07,-1.41E+07,1.47E+07,-1.03E+07,1.44E+07,0.00E+00,8.21E-03,5.41E-06,8.03E-03,0,8.21E-03,0.00E+00,2.89E+09,2.15E+06,2.89E+09,0,8.86E+08,-1.10E-04,1.71E-07,-4.8046,0.32556,-1.41E+07,1.47E+07,0,8.21E-03,0,2.89E+09
78,1,9.88E-06,-1.10E-04,1.99E-07,-1.10E-04,-1.07E-04,-1.08E-04,1.99E-07,-4.5154,0.38672,-4.2138,-3.604,-4.5154,0.38672,-1.84E+07,3.89E+07,-1.84E+07,3.89E+07,-1.06E+07,1.48E+07,0.00E+00,8.21E-03,4.27E-06,8.21E-03,0,8.20E-03,0.00E+00,2.93E+09,1.55E+06,2.93E+09,0,8.86E+08,-1.10E-04,1.99E-07,-4.5154,0.38672,-1.84E+07,3.89E+07,0,8.21E-03,0,2.93E+09
79,1,1.00E-05,-1.11E-04,2.21E-07,-1.11E-04,-1.08E-04,-1.08E-04,2.21E-07,-4.255,0.3035,-3.9779,-3.3342,-4.255,3.04E-01,-2.41E+07,5.96E+07,-2.41E+07,5.96E+07,-1.08E+07,1.04E+07,0.00E+00,8.40E-03,2.27E-06,8.40E-03,0,8.20E-03,0.00E+00,2.98E+09,8.79E+05,2.98E+09,0,8.86E+08,-1.11E-04,2.21E-07,-4.255,3.04E-01,-2.41E+07,5.96E+07,0,8.40E-03,0,2.98E+09
80,1,1.01E-05,-1.11E-04,2.49E-07,-1.11E-04,-1.08E-04,-1.09E-04,2.49E-07,-4.0705,0.3363,-3.7286,-2.9099,-4.0705,0.3363,-2.79E+07,3.36E+07,-2.79E+07,3.36E+07,-2.09E+07,3.23E+07,0.00E+00,8.34E-03,3.53E-06,8.34E-03,0,8.21E-03,0.00E+00,2.95E+09,1.37E+06,2.95E+09,0,8.85E+08,-1.11E-04,2.49E-07,-4.0705,0.3363,-2.79E+07,3.36E+07,0,8.34E-03,0,2.95E+09
81,1,1.03E-05,-1.12E-04,2.90E-07,-1.12E-04,-1.09E-04,-1.09E-04,2.90E-07,-3.5457,0.33329,-3.4895,-2.8153,-3.5457,0.33329,-1.97E+07,2.64E+07,-1.97E+07,2.23E+07,-1.12E+07,2.64E+07,0.00E+00,8.22E-03,4.33E-06,8.22E-03,0,8.21E-03,0.00E+00,2.91E+09,1.68E+06,2.91E+09,0,8.85E+08,-1.12E-04,2.90E-07,-3.5457,0.33329,-1.97E+07,2.64E+07,0,8.22E-03,0,2.91E+09
82,1,1.04E-05,-1.12E-04,2.99E-07,-1.12E-04,-1.09E-04,-1.09E-04,2.99E-07,-3.2334,0.20432,-3.2334,-2.5616,-3.1751,0.20432,-1.40E+07,1.53E+07,-1.40E+07,1.53E+07,-8.06E+06,1.13E+07,0.00E+00,8.21E-03,4.39E-06,8.15E-03,0,8.21E-03,0.00E+00,2.88E+09,1.64E+06,2.88E+09,0,8.85E+08,-1.12E-04,2.99E-07,-3.2334,0.20432,-1.40E+07,1.53E+07,0,8.21E-03,0,2.88E+09
83,1,1.05E-05,-1.13E-04,2.68E-07,-1.13E-04,-1.09E-04,-1.10E-04,2.68E-07,-2.994,0.27443,-2.994,-2.2864,-2.8134,0.27443,-1.12E+07,1.95E+07,-1.12E+07,1.95E+07,-9.18E+06,1.45E+07,0.00E+00,8.21E-03,4.14E-06,8.07E-03,0,8.21E-03,0,2.85E+09,1.53E+06,2.85E+09,0,8.85E+08,-1.13E-04,2.68E-07,-2.994,0.27443,-1.12E+07,1.95E+07,0,8.21E-03,0,2.85E+09
84,1,1.07E-05,-1.13E-04,2.28E-07,-1.13E-04,-1.10E-04,-1.10E-04,2.28E-07,-2.7918,0.28191,-2.7918,-2.006,-2.4179,0.28191,-1.16E+07,1.33E+07,-1.16E+07,1.33E+07,-6.99E+06,9.22E+06,0.00E+00,8.21E-03,4.22E-06,7.99E-03,0,8.21E-03,0,2.82E+09,1.65E+06,2.82E+09,0,8.85E+08,-1.13E-04,2.28E-07,-2.7918,0.28191,-1.16E+07,1.33E+07,0,8.21E-03,0,2.82E+09
85,1,1.08E-05,-1.13E-04,2.10E-07,-1.13E-04,-1.10E-04,-1.10E-04,2.10E-07,-2.5182,0.27801,-2.5182,-1.7198,-2.2874,0.27801,-9.77E+06,1.19E+07,-9.77E+06,1.19E+07,-5.20E+06,8.83E+06,0.00E+00,8.20E-03,4.78E-06,7.91E-03,0,8.20E-03,0.00E+00,2.79E+09,1.79E+06,2.79E+09,0,8.85E+08,-1.13E-04,2.10E-07,-2.5182,0.27801,-9.77E+06,1.19E+07,0,8.20E-03,0,2.79E+09
86,1,1.09E-05,-1.14E-04,1.99E-07,-1.14E-04,-1.10E-04,-1.11E-04,1.99E-07,-2.2935,0.27817,-2.2935,-1.4628,-2.0155,0.27817,-7.80E+06,1.26E+07,-7.80E+06,1.26E+07,-6.65E+06,7.13E+06,0.00E+00,8.19E-03,5.13E-06,7.85E-03,0,8.19E-03,0.00E+00,2.76E+09,2.14E+06,2.76E+09,0,8.85E+08,-1.14E-04,1.99E-07,-2.2935,0.27817,-7.80E+06,1.26E+07,0,8.19E-03,0,2.76E+09
87,1,1.10E-05,-1.14E-04,2.00E-07,-1.14E-04,-1.10E-04,-1.11E-04,2.00E-07,-2.0398,0.55226,-2.0398,-1.1824,-1.7667,0.55226,-6.47E+06,8.06E+06,-5.94E+06,8.06E+06,-6.47E+06,7.46E+06,0.00E+00,8.18E-03,4.24E-06,7.78E-03,0,8.18E-03,0.00E+00,2.74E+09,1.77E+06,2.74E+09,0,8.85E+08,-1.14E-04,2.00E-07,-2.0398,0.55226,-6.47E+06,8.06E+06,0,8.18E-03,0,2.74E+09
88,1,1.12E-05,-1.14E-04,2.03E-07,-1.14E-04,-1.11E-04,-1.11E-04,2.03E-07,-1.8032,0.65737,-1.8032,-0.91804,-1.4899,0.65737,-8.07E+06,1.20E+07,-3.30E+06,1.20E+07,-8.07E+06,5.14E+06,0.00E+00,8.17E-03,3.78E-06,7.73E-03,0,8.17E-03,0,2.72E+09,1.44E+06,2.72E+09,0,8.85E+08,-1.14E-04,2.03E-07,-1.8032,0.65737,-8.07E+06,1.20E+07,0,8.17E-03,0,2.72E+09
89,1,1.13E-05,-1.14E-04,2.14E-07,-1.14E-04,-1.11E-04,-1.11E-04,2.14E-07,-1.5391,0.36492,-1.5391,-0.65462,-1.2089,0.36492,-7.71E+06,8.59E+06,-6.43E+06,8.59E+06,-7.71E+06,5.56E+06,0.00E+00,8.17E-03,3.50E-06,7.70E-03,0,8.17E-03,0,2.70E+09,1.28E+06,2.70E+09,0,8.85E+08,-1.14E-04,2.14E-07,-1.5391,0.36492,-7.71E+06,8.59E+06,0,8.17E-03,0,2.70E+09
90,1,1.14E-05,-1.14E-04,2.16E-07,-1.14E-04,-1.11E-04,-1.11E-04,2.16E-07,-1.3162,0.18651,-1.3162,-0.39815,-0.92633,0.18651,-7.21E+06,1.10E+07,-4.87E+06,1.10E+07,-7.21E+06,8.56E+06,0.00E+00,8.17E-03,4.40E-06,7.69E-03,0,8.17E-03,0,2.70E+09,1.69E+06,2.70E+09,0,8.85E+08,-1.14E-04,2.16E-07,-1.3162,0.18651,-7.21E+06,1.10E+07,0,8.17E-03,0,2.70E+09
91,1,1.16E-05,-1.15E-04,2.01E-07,-1.15E-04,-1.11E-04,-1.11E-04,2.01E-07,-1.0461,0.21726,-1.0461,-0.12024,-0.66542,0.21726,-7.32E+06,8.54E+06,-5.25E+06,8.54E+06,-7.32E+06,6.36E+06,0.00E+00,8.16E-03,4.30E-06,7.68E-03,0,8.16E-03,0,2.69E+09,1.57E+06,2.69E+09,0,8.85E+08,-1.15E-04,2.01E-07,-1.0461,0.21726,-7.32E+06,8.54E+06,0,8.16E-03,0,2.69E+09
92,1,1.17E-05,-1.15E-04,1.91E-07,-1.15E-04,-1.11E-04,-1.11E-04,1.91E-07,-0.81897,0.25153,-0.81897,0.13503,-0.45633,0.25153,-6.52E+06,5.72E+06,-4.16E+06,5.72E+06,-6.52E+06,5.57E+06,0.00E+00,8.14E-03,4.38E-06,7.67E-03,0,8.14E-03,0,2.69E+09,1.63E+06,2.69E+09,0,8.84E+08,-1.15E-04,1.91E-07,-0.81897,0.25153,-6.52E+06,5.72E+06,0,8.14E-03,0,2.69E+09
93,1,1.18E-05,-1.15E-04,2.07E-07,-1.15E-04,-1.11E-04,-1.11E-04,2.07E-07,-0.56164,0.41688,-0.56164,0.41688,-0.41537,0.35968,-4.94E+06,6.43E+06,-2.07E+06,6.43E+06,-4.94E+06,5.55E+06,0.00E+00,8.13E-03,4.41E-06,7.67E-03,0,8.13E-03,0,2.69E+09,1.63E+06,2.69E+09,0,8.85E+08,-1.15E-04,2.07E-07,-0.56164,0.41688,-4.94E+06,6.43E+06,0,8.13E-03,0,2.69E+09
94,1,1.19E-05,-1.15E-04,2.24E-07,-1.15E-04,-1.11E-04,-1.11E-04,2.24E-07,-0.3344,0.70983,-0.3344,0.70983,-0.18249,0.43086,-5.31E+06,6.75E+06,-2.74E+06,6.40E+06,-5.31E+06,6.75E+06,0.00E+00,8.10E-03,5.00E-06,7.65E-03,0,8.10E-03,0,2.68E+09,1.98E+06,2.68E+09,0,8.83E+08,-1.15E-04,2.24E-07,-0.3344,0.70983,-5.31E+06,6.75E+06,0,8.10E-03,0,2.68E+09
95,1,1.21E-05,-1.15E-04,2.55E-07,-1.15E-04,-1.11E-04,-1.11E-04,2.55E-07,-0.19521,0.97567,-8.79E-02,0.97567,-0.19521,0.55392,-3.81E+06,6.66E+06,-1.82E+06,5.18E+06,-3.81E+06,6.66E+06,0.00E+00,8.08E-03,4.47E-06,7.64E-03,0,8.08E-03,0,2.68E+09,1.92E+06,2.68E+09,0,8.81E+08,-1.15E-04,2.55E-07,-0.19521,0.97567,-3.81E+06,6.66E+06,0,8.08E-03,0,2.68E+09
96,1,1.22E-05,-1.15E-04,3.05E-07,-1.15E-04,-1.11E-04,-1.11E-04,3.05E-07,-0.16486,1.2458,1.36E-01,1.2458,-0.16486,0.88817,-5.72E+06,7.04E+06,-1.40E+06,7.04E+06,-5.72E+06,4.87E+06,0.00E+00,8.03E-03,3.14E-06,7.61E-03,0,8.03E-03,0,2.67E+09,1.26E+06,2.67E+09,0,8.76E+08,-1.15E-04,3.05E-07,-0.16486,1.2458,-5.72E+06,7.04E+06,0,8.03E-03,0,2.67E+09
