Unnamed: 0,Steps,Time [s],[A] Directional Deformation Flexible (Min) [m],[B] Directional Deformation Flexible (Max) [m],[C] Directional Deformation SiC (Min) [m],[D] Directional Deformation SiC (Max) [m],[E] Directional Deformation Asperity (Min) [m],[F] Directional Deformation Asperity (Max) [m],[I] Directional Velocity SiC (Min) [m/s],[J] Directional Velocity SiC (Max) [m/s],[K] Directional Velocity Asperity (Min) [m/s],[L] Directional Velocity Asperity (Max) [m/s],[M] Directional Acceleration Flexible (Min) [m/s²],[N] Directional Acceleration Flexible (Max) [m/s²],[O] Directional Acceleration SiC (Min) [m/s²],[P] Directional Acceleration SiC (Max) [m/s²],[Q] Directional Acceleration Asperity (Min) [m/s²],[R] Directional Acceleration Asperity (Max) [m/s²],[S] Equivalent Elastic Strain Flexible (Min) [m/m],[T] Equivalent Elastic Strain Flexible (Max) [m/m],[U] Equivalent Elastic Strain SiC (Min) [m/m],[V] Equivalent Elastic Strain SiC (Max) [m/m],[W] Equivalent Elastic Strain Asperity (Min) [m/m],[X] Equivalent Elastic Strain Asperity (Max) [m/m],[Y] Equivalent Stress Flexible (Min) [Pa],[Z] Equivalent Stress Flexible (Max) [Pa],[AA] Equivalent Stress SiC (Min) [Pa],[AB] Equivalent Stress SiC (Max) [Pa],[AC] Equivalent Stress Asperity (Min) [Pa],[AD] Equivalent Stress Asperity (Max) [Pa],[AE] Directional Deformation 4 (Min) [m],[AF] Directional Deformation 4 (Max) [m],[AG] Directional Velocity 4 (Min) [m/s],[AH] Directional Velocity 4 (Max) [m/s],[AI] Directional Acceleration (Min) [m/s²],[AJ] Directional Acceleration (Max) [m/s²],[AK] Equivalent Elastic Strain 4 (Min) [m/m],[AL] Equivalent Elastic Strain 4 (Max) [m/m],[AM] Equivalent Stress 4 (Min) [Pa],[AN] Equivalent Stress 4 (Max) [Pa],[AM] Equivalent Stress 4 (Min) [Pa],[AN] Equivalent Stress 4 (Max) [Pa]
77,1,1.07E-05,-2.32E-04,1.31E-07,-2.32E-04,-2.07E-04,-2.28E-04,1.31E-07,0.1804,8.5708,-0.98241,1.3248,-2.72E+07,2.98E+07,-2.57E+07,1.86E+07,-2.72E+07,2.98E+07,0.00E+00,1.27E-02,5.39E-06,8.37E-03,0.00E+00,1.27E-02,0,2.58E+09,1.26E+06,2.58E+09,0.00E+00,1.37E+09,-2.32E-04,1.31E-07,-9.82E-01,8.57E+00,-2.72E+07,2.98E+07,0.00E+00,1.27E-02,0,2.58E+09,0,1.37E+09
78,1,1.09E-05,-2.31E-04,1.25E-07,-2.31E-04,-2.06E-04,-2.28E-04,1.25E-07,0.86983,8.5708,-1.0338,1.7535,-2.98E+07,2.81E+07,-1.57E+07,1.85E+07,-2.98E+07,2.81E+07,0.00E+00,1.25E-02,5.18E-06,8.32E-03,0.00E+00,1.25E-02,0,2.57E+09,1.86E+06,2.57E+09,0.00E+00,1.36E+09,-2.31E-04,1.25E-07,-1.03E+00,8.57E+00,-2.98E+07,2.81E+07,0.00E+00,1.25E-02,0,2.57E+09,0,1.54E+09
79,1,1.10E-05,-2.31E-04,1.31E-07,-2.31E-04,-2.05E-04,-2.27E-04,1.31E-07,0.86983,8.5708,-1.1434,2.153,-3.73E+07,2.76E+07,-3.73E+07,2.68E+07,-2.54E+07,2.76E+07,0.00E+00,1.21E-02,6.74E-06,8.22E-03,0.00E+00,1.21E-02,0,2.50E+09,2.02E+06,2.50E+09,0.00E+00,1.33E+09,-2.31E-04,1.31E-07,-1.14E+00,8.57E+00,-3.73E+07,2.76E+07,0.00E+00,1.21E-02,0,2.50E+09,0,1.71E+09
80,1,1.12E-05,-2.31E-04,8.76E-08,-2.31E-04,-2.03E-04,-2.27E-04,8.76E-08,0.86983,8.5708,-0.91061,3.0659,-2.41E+07,3.06E+07,-1.24E+07,2.89E+07,-2.41E+07,3.06E+07,0.00E+00,1.19E-02,6.19E-06,8.11E-03,0.00E+00,1.19E-02,0,2.46E+09,2.09E+06,2.46E+09,0.00E+00,1.31E+09,-2.31E-04,8.76E-08,-9.11E-01,8.57E+00,-2.41E+07,3.06E+07,0.00E+00,1.19E-02,0,2.46E+09,0,1.70E+09
81,1,1.13E-05,-2.30E-04,8.26E-08,-2.30E-04,-2.02E-04,-2.27E-04,8.26E-08,0.86983,8.5708,-0.88435,3.5212,-2.46E+07,3.24E+07,-7.65E+06,3.24E+07,-2.46E+07,2.75E+07,0.00E+00,1.18E-02,5.72E-06,8.03E-03,0.00E+00,1.18E-02,0,2.41E+09,1.96E+06,2.41E+09,0.00E+00,1.29E+09,-2.30E-04,8.26E-08,-8.84E-01,8.57E+00,-2.46E+07,3.24E+07,0.00E+00,1.18E-02,0,2.41E+09,0,1.69E+09
82,1,1.14E-05,-2.30E-04,9.92E-08,-2.30E-04,-2.01E-04,-2.26E-04,9.92E-08,3.0195,8.5708,-0.81619,3.7785,-2.66E+07,3.66E+07,-1.63E+07,3.66E+07,-2.66E+07,3.00E+07,0.00E+00,1.16E-02,5.62E-06,7.94E-03,0.00E+00,1.16E-02,0,2.33E+09,1.84E+06,2.33E+09,0.00E+00,1.28E+09,-2.30E-04,9.92E-08,-8.16E-01,8.57E+00,-2.66E+07,3.66E+07,0.00E+00,1.16E-02,0,2.33E+09,0,1.68E+09
83,1,1.16E-05,-2.29E-04,1.11E-07,-2.29E-04,-2.00E-04,-2.26E-04,1.11E-07,3.0195,8.5708,-0.81198,4.2242,-4.00E+07,3.08E+07,-7.54E+06,1.86E+07,-4.00E+07,3.08E+07,0.00E+00,1.13E-02,5.00E-06,7.83E-03,0.00E+00,1.13E-02,0,2.23E+09,1.53E+06,2.23E+09,0.00E+00,1.24E+09,-2.29E-04,1.11E-07,-8.12E-01,8.57E+00,-4.00E+07,3.08E+07,0.00E+00,1.13E-02,0,2.23E+09,0,1.67E+09
84,1,1.17E-05,-2.28E-04,1.37E-07,-2.28E-04,-1.99E-04,-2.25E-04,1.37E-07,3.5315,8.5708,-0.89894,4.7457,-3.06E+07,4.84E+07,-2.91E+07,4.84E+07,-3.06E+07,2.42E+07,0.00E+00,1.11E-02,3.85E-06,7.70E-03,0.00E+00,1.11E-02,0,2.17E+09,1.47E+06,2.17E+09,0.00E+00,1.21E+09,-2.28E-04,1.37E-07,-8.99E-01,8.57E+00,-3.06E+07,4.84E+07,0.00E+00,1.11E-02,0,2.17E+09,0,1.66E+09
85,1,1.19E-05,-2.28E-04,1.07E-07,-2.28E-04,-1.97E-04,-2.25E-04,1.07E-07,4.1083,8.5708,-0.75411,5.2823,-2.86E+07,2.67E+07,-2.86E+07,1.94E+07,-2.55E+07,2.67E+07,0.00E+00,1.08E-02,2.40E-06,7.53E-03,0.00E+00,1.08E-02,0,2.12E+09,4.79E+05,2.12E+09,0.00E+00,1.18E+09,-2.28E-04,1.07E-07,-7.54E-01,8.57E+00,-2.86E+07,2.67E+07,0.00E+00,1.08E-02,0,2.12E+09,0,1.67E+09
86,1,1.20E-05,-2.27E-04,8.41E-08,-2.27E-04,-1.96E-04,-2.24E-04,8.41E-08,-7.1406,8.5708,-0.86476,5.6567,-4.04E+08,6.70E+07,-4.04E+08,6.70E+07,-3.32E+07,2.80E+07,0.00E+00,1.04E-02,3.63E-06,7.37E-03,0.00E+00,1.04E-02,0,2.06E+09,1.30E+06,2.06E+09,0.00E+00,1.15E+09,-2.27E-04,8.41E-08,-7.14E+00,8.57E+00,-4.04E+08,6.70E+07,0.00E+00,1.04E-02,0,2.06E+09,0,1.67E+09
87,1,1.21E-05,-2.26E-04,9.50E-08,-2.26E-04,-1.95E-04,-2.23E-04,9.50E-08,4.5364,8.5708,-0.78304,6.3058,-6.30E+07,3.82E+08,-6.30E+07,3.82E+08,-1.89E+07,3.23E+07,0.00E+00,1.01E-02,4.77E-06,7.21E-03,0.00E+00,1.01E-02,0,2.01E+09,1.82E+06,2.01E+09,0.00E+00,1.09E+09,-2.26E-04,9.50E-08,-7.83E-01,8.57E+00,-6.30E+07,3.82E+08,0.00E+00,1.01E-02,0,2.01E+09,0,1.67E+09
88,1,1.23E-05,-2.25E-04,9.31E-08,-2.25E-04,-1.94E-04,-2.22E-04,9.31E-08,5.2879,8.5708,-0.78854,6.438,-3.88E+07,4.04E+07,-3.88E+07,4.04E+07,-3.51E+07,3.22E+07,0.00E+00,9.76E-03,3.58E-06,7.01E-03,0.00E+00,9.76E-03,0,1.94E+09,1.12E+06,1.94E+09,0.00E+00,1.07E+09,-2.25E-04,9.31E-08,-7.89E-01,8.57E+00,-3.88E+07,4.04E+07,0.00E+00,9.76E-03,0,1.94E+09,0,1.67E+09
89,1,1.24E-05,-2.24E-04,8.38E-08,-2.24E-04,-1.92E-04,-2.22E-04,8.38E-08,5.2879,8.5708,-0.97386,6.9097,-2.75E+07,5.00E+07,-2.75E+07,4.00E+07,-2.26E+07,5.00E+07,0.00E+00,9.44E-03,3.08E-06,6.86E-03,0.00E+00,9.44E-03,0,1.89E+09,1.15E+06,1.89E+09,0.00E+00,1.02E+09,-2.24E-04,8.38E-08,-9.74E-01,8.57E+00,-2.75E+07,5.00E+07,0.00E+00,9.44E-03,0,1.89E+09,0,1.67E+09
90,1,1.26E-05,-2.23E-04,9.45E-08,-2.23E-04,-1.91E-04,-2.21E-04,9.45E-08,5.2879,8.608,-0.91053,6.999,-5.29E+07,6.79E+07,-2.57E+07,6.79E+07,-5.29E+07,3.74E+07,0.00E+00,8.99E-03,1.18E-06,6.76E-03,0.00E+00,8.99E-03,0,1.83E+09,3.27E+05,1.83E+09,0.00E+00,9.71E+08,-2.23E-04,9.45E-08,-9.11E-01,8.61E+00,-5.29E+07,6.79E+07,0.00E+00,8.99E-03,0,1.83E+09,0,1.67E+09
91,1,1.27E-05,-2.21E-04,1.12E-07,-2.21E-04,-1.90E-04,-2.20E-04,1.12E-07,6.4957,8.9424,-0.74856,7.3863,-2.96E+07,5.58E+07,-2.83E+07,5.58E+07,-2.96E+07,3.51E+07,0.00E+00,8.70E-03,1.83E-06,6.62E-03,0.00E+00,8.70E-03,0,1.76E+09,5.96E+05,1.76E+09,0.00E+00,9.41E+08,-2.21E-04,1.12E-07,-7.49E-01,8.94E+00,-2.96E+07,5.58E+07,0.00E+00,8.70E-03,0,1.76E+09,0,1.67E+09
92,1,1.29E-05,-2.20E-04,8.84E-08,-2.20E-04,-1.89E-04,-2.19E-04,8.84E-08,6.4957,9.2479,-0.95512,7.6419,-1.12E+08,4.43E+07,-1.12E+08,4.43E+07,-3.79E+07,2.55E+07,0.00E+00,8.41E-03,1.82E-06,6.43E-03,0.00E+00,8.41E-03,0,1.68E+09,6.43E+05,1.68E+09,0.00E+00,8.93E+08,-2.20E-04,8.84E-08,-9.55E-01,9.25E+00,-1.12E+08,4.43E+07,0.00E+00,8.41E-03,0,1.68E+09,0,1.67E+09
93,1,1.30E-05,-2.19E-04,3.50E-07,-2.19E-04,-1.88E-04,-2.18E-04,3.50E-07,6.4957,9.4362,-0.71815,8.3905,-4.40E+07,5.49E+07,-4.40E+07,5.49E+07,-4.23E+07,2.80E+07,0.00E+00,8.32E-03,1.25E-06,6.19E-03,0.00E+00,8.32E-03,0,1.61E+09,4.36E+05,1.61E+09,0.00E+00,8.47E+08,-2.19E-04,3.50E-07,-7.18E-01,9.44E+00,-4.40E+07,5.49E+07,0.00E+00,8.32E-03,0,1.61E+09,0,1.67E+09
94,1,1.31E-05,-2.18E-04,6.90E-07,-2.18E-04,-1.86E-04,-2.17E-04,6.90E-07,6.4957,9.5802,-1.0913,7.6964,-6.54E+07,4.74E+07,-4.65E+07,4.04E+07,-6.54E+07,4.74E+07,0.00E+00,8.84E-03,7.99E-07,5.94E-03,0.00E+00,8.84E-03,0,1.55E+09,2.75E+05,1.55E+09,0.00E+00,8.03E+08,-2.18E-04,6.90E-07,-1.09E+00,9.58E+00,-6.54E+07,4.74E+07,0.00E+00,8.84E-03,0,1.55E+09,0,1.67E+09
95,1,1.33E-05,-2.16E-04,1.01E-06,-2.16E-04,-1.85E-04,-2.16E-04,1.01E-06,6.4957,9.7885,-0.82825,8.6682,-9.48E+07,4.42E+07,-9.48E+07,4.35E+07,-4.88E+07,4.42E+07,0.00E+00,9.02E-03,1.31E-06,5.54E-03,0.00E+00,9.02E-03,0,1.54E+09,3.95E+05,1.54E+09,0.00E+00,7.92E+08,-2.16E-04,1.01E-06,-8.28E-01,9.79E+00,-9.48E+07,4.42E+07,0.00E+00,9.02E-03,0,1.54E+09,0,1.66E+09
96,1,1.34E-05,-2.15E-04,1.45E-06,-2.15E-04,-1.84E-04,-2.15E-04,1.45E-06,6.8764,9.8562,-6.91E-01,8.8571,-9.00E+07,1.60E+08,-4.17E+07,1.60E+08,-9.00E+07,4.63E+07,0.00E+00,8.98E-03,1.15E-06,5.15E-03,0.00E+00,8.98E-03,0,1.56E+09,3.69E+05,1.56E+09,0.00E+00,7.47E+08,-2.15E-04,1.45E-06,-6.91E-01,9.86E+00,-9.00E+07,1.60E+08,0.00E+00,8.98E-03,0,1.56E+09,0,1.64E+09
97,1,1.36E-05,-2.14E-04,1.80E-06,-2.14E-04,-1.83E-04,-2.13E-04,1.80E-06,6.8764,9.7965,-0.79407,9.001,-1.12E+08,5.93E+07,-1.12E+08,5.93E+07,-7.96E+07,3.21E+07,0.00E+00,8.97E-03,1.13E-06,4.79E-03,0.00E+00,8.97E-03,0,1.59E+09,2.77E+05,1.59E+09,0.00E+00,7.53E+08,-2.14E-04,1.80E-06,-7.94E-01,9.80E+00,-1.12E+08,5.93E+07,0.00E+00,8.97E-03,0,1.59E+09,0,1.60E+09
98,1,1.37E-05,-2.13E-04,2.08E-06,-2.13E-04,-1.82E-04,-2.12E-04,2.08E-06,6.8764,9.8621,-0.87247,9.5563,-6.53E+07,1.39E+08,-5.70E+07,1.39E+08,-6.53E+07,5.69E+07,0.00E+00,8.89E-03,9.67E-07,5.22E-03,0.00E+00,8.89E-03,0,1.93E+09,1.14E+05,1.93E+09,0.00E+00,7.56E+08,-2.13E-04,2.08E-06,-8.72E-01,9.86E+00,-6.53E+07,1.39E+08,0.00E+00,8.89E-03,0,1.93E+09,0,1.58E+09
99,1,1.38E-05,-2.11E-04,2.29E-06,-2.11E-04,-1.80E-04,-2.11E-04,2.29E-06,6.5297,9.757,-1.5872,7.1898,-8.42E+07,1.42E+08,-8.42E+07,1.42E+08,-4.08E+07,7.12E+07,0.00E+00,8.81E-03,1.38E-06,5.77E-03,0.00E+00,8.81E-03,0,2.21E+09,3.08E+05,2.21E+09,0.00E+00,7.68E+08,-2.11E-04,2.29E-06,-1.59E+00,9.76E+00,-8.42E+07,1.42E+08,0.00E+00,8.81E-03,0,2.21E+09,0,1.55E+09
100,1,1.40E-05,-2.11E-04,2.31E-06,-2.10E-04,-1.79E-04,-2.11E-04,2.31E-06,6.88E+00,9.9101,-2.3882,1.086,-9.04E+07,7.93E+07,-9.04E+07,7.93E+07,-8.82E+07,3.44E+07,0.00E+00,8.80E-03,9.16E-07,5.70E-03,0.00E+00,8.80E-03,0,2.19E+09,1.80E+05,2.19E+09,0.00E+00,7.48E+08,-2.11E-04,2.31E-06,-2.39E+00,9.91E+00,-9.04E+07,7.93E+07,0.00E+00,8.80E-03,0,2.19E+09,0,1.50E+09
101,1,1.41E-05,-2.11E-04,2.16E-06,-2.09E-04,-1.78E-04,-2.11E-04,2.16E-06,6.88E+00,9.8389,-3.1788,0.71068,-6.66E+07,6.95E+07,-6.66E+07,6.95E+07,-4.08E+07,4.02E+07,0.00E+00,8.78E-03,1.06E-06,5.70E-03,0.00E+00,8.78E-03,0,2.19E+09,2.77E+05,2.19E+09,0.00E+00,7.64E+08,-2.11E-04,2.16E-06,-3.18E+00,9.84E+00,-6.66E+07,6.95E+07,0.00E+00,8.78E-03,0,2.19E+09,0,1.43E+09
102,1,1.43E-05,-2.11E-04,1.96E-06,-2.07E-04,-1.77E-04,-2.11E-04,1.96E-06,6.88E+00,9.8224,-2.6809,0.79535,-3.91E+07,6.27E+07,-3.20E+07,6.27E+07,-3.91E+07,4.43E+07,0.00E+00,8.80E-03,8.80E-07,5.69E-03,0.00E+00,8.80E-03,0,2.18E+09,1.21E+05,2.18E+09,0.00E+00,7.52E+08,-2.11E-04,1.96E-06,-2.68E+00,9.82E+00,-3.91E+07,6.27E+07,0.00E+00,8.80E-03,0,2.18E+09,0,1.34E+09
103,1,1.44E-05,-2.11E-04,1.89E-06,-2.06E-04,-1.76E-04,-2.11E-04,1.89E-06,6.88E+00,9.8717,-1.6172,1.563,-4.61E+07,4.27E+07,-4.61E+07,3.89E+07,-2.12E+07,4.27E+07,0.00E+00,8.80E-03,1.02E-06,5.70E-03,0.00E+00,8.80E-03,0,2.19E+09,3.16E+05,2.19E+09,0.00E+00,7.47E+08,-2.11E-04,1.89E-06,-1.62E+00,9.87E+00,-4.61E+07,4.27E+07,0.00E+00,8.80E-03,0,2.19E+09,0,1.26E+09
104,1,1.45E-05,-2.11E-04,2.00E-06,-2.05E-04,-1.74E-04,-2.11E-04,2.00E-06,6.8764,9.8509,-0.76053,2.1515,-5.92E+07,3.21E+07,-5.92E+07,3.16E+07,-2.71E+07,3.21E+07,0.00E+00,8.74E-03,9.97E-07,5.69E-03,0.00E+00,8.74E-03,0,2.19E+09,2.21E+05,2.19E+09,0.00E+00,7.38E+08,-2.11E-04,2.00E-06,-7.61E-01,9.85E+00,-5.92E+07,3.21E+07,0.00E+00,8.74E-03,0,2.19E+09,0,1.20E+09
105,1,1.47E-05,-2.11E-04,2.17E-06,-2.03E-04,-1.73E-04,-2.11E-04,2.17E-06,6.8764,9.7803,-0.65785,2.8578,-3.86E+07,3.22E+07,-3.86E+07,2.70E+07,-3.07E+07,3.22E+07,0.00E+00,8.83E-03,1.03E-06,5.70E-03,0.00E+00,8.83E-03,0,2.19E+09,2.65E+05,2.19E+09,0.00E+00,7.52E+08,-2.11E-04,2.17E-06,-6.58E-01,9.78E+00,-3.86E+07,3.22E+07,0.00E+00,8.83E-03,0,2.19E+09,0,1.12E+09
106,1,1.48E-05,-2.11E-04,2.29E-06,-2.02E-04,-1.72E-04,-2.11E-04,2.29E-06,6.8764,9.7661,-0.80026,2.0267,-3.78E+07,3.95E+07,-2.00E+07,3.95E+07,-3.78E+07,2.01E+07,0.00E+00,8.82E-03,8.44E-07,5.70E-03,0.00E+00,8.82E-03,0,2.19E+09,2.43E+05,2.19E+09,0.00E+00,7.53E+08,-2.11E-04,2.29E-06,-8.00E-01,9.77E+00,-3.78E+07,3.95E+07,0.00E+00,8.82E-03,0,2.19E+09,0,1.04E+09
107,1,1.50E-05,-2.11E-04,2.31E-06,-2.01E-04,-1.71E-04,-2.11E-04,2.31E-06,6.8764,9.8392,-2.1019,0.91538,-4.67E+07,2.87E+07,-2.40E+07,2.87E+07,-4.67E+07,2.25E+07,0.00E+00,8.87E-03,9.11E-07,5.70E-03,0.00E+00,8.87E-03,0,2.19E+09,1.60E+05,2.19E+09,0.00E+00,7.38E+08,-2.11E-04,2.31E-06,-2.10E+00,9.84E+00,-4.67E+07,2.87E+07,0.00E+00,8.87E-03,0,2.19E+09,0,1.01E+09
108,1,1.51E-05,-2.11E-04,2.15E-06,-1.99E-04,-1.69E-04,-2.11E-04,2.15E-06,6.8764,9.9054,-3.5223,0.64891,-4.21E+07,2.87E+07,-4.21E+07,1.70E+07,-2.51E+07,2.87E+07,0.00E+00,8.79E-03,7.01E-07,5.70E-03,0.00E+00,8.79E-03,0,2.19E+09,1.70E+05,2.19E+09,0.00E+00,7.55E+08,-2.11E-04,2.15E-06,-3.52E+00,9.91E+00,-4.21E+07,2.87E+07,0.00E+00,8.79E-03,0,2.19E+09,0,9.68E+08
109,1,1.53E-05,-2.11E-04,1.93E-06,-1.98E-04,-1.68E-04,-2.11E-04,1.93E-06,6.8764,9.8122,-1.9981,0.94795,-3.44E+07,3.27E+07,-2.01E+07,1.97E+07,-3.44E+07,3.27E+07,0.00E+00,8.79E-03,8.63E-07,5.70E-03,0.00E+00,8.79E-03,0,2.19E+09,2.18E+05,2.19E+09,0.00E+00,7.62E+08,-2.11E-04,1.93E-06,-2.00E+00,9.81E+00,-3.44E+07,3.27E+07,0.00E+00,8.79E-03,0,2.19E+09,0,9.37E+08
110,1,1.54E-05,-2.11E-04,1.86E-06,-1.97E-04,-1.67E-04,-2.11E-04,1.86E-06,6.8764,9.9146,-1.2921,1.4063,-2.38E+07,3.58E+07,-1.46E+07,2.51E+07,-2.38E+07,3.58E+07,0.00E+00,8.79E-03,6.41E-07,5.70E-03,0.00E+00,8.79E-03,0,2.19E+09,1.96E+05,2.19E+09,0.00E+00,7.52E+08,-2.11E-04,1.86E-06,-1.29E+00,9.91E+00,-2.38E+07,3.58E+07,0.00E+00,8.79E-03,0,2.19E+09,0,9.13E+08
111,1,1.55E-05,-2.11E-04,2.02E-06,-1.96E-04,-1.66E-04,-2.11E-04,2.02E-06,6.8764,9.8165,-0.50108,1.7134,-2.75E+07,2.66E+07,-1.59E+07,1.12E+07,-2.75E+07,2.66E+07,0.00E+00,8.83E-03,7.90E-07,5.70E-03,0.00E+00,8.83E-03,0,2.19E+09,1.63E+05,2.19E+09,0.00E+00,7.47E+08,-2.11E-04,2.02E-06,-5.01E-01,9.82E+00,-2.75E+07,2.66E+07,0.00E+00,8.83E-03,0,2.19E+09,0,8.97E+08
112,1,1.57E-05,-2.11E-04,2.21E-06,-1.94E-04,-1.65E-04,-2.11E-04,2.21E-06,6.8764,9.7973,-0.83165,2.1532,-2.47E+07,2.46E+07,-2.24E+07,1.38E+07,-2.47E+07,2.46E+07,0.00E+00,8.79E-03,1.11E-06,5.70E-03,0.00E+00,8.79E-03,0,2.19E+09,1.29E+05,2.19E+09,0.00E+00,7.54E+08,-2.11E-04,2.21E-06,-8.32E-01,9.80E+00,-2.47E+07,2.46E+07,0.00E+00,8.79E-03,0,2.19E+09,0,8.78E+08
113,1,1.58E-05,-2.11E-04,2.27E-06,-1.93E-04,-1.63E-04,-2.11E-04,2.27E-06,6.8764,9.7998,-0.771,1.295,-3.49E+07,2.27E+07,-1.17E+07,1.92E+07,-3.49E+07,2.27E+07,0.00E+00,8.84E-03,5.74E-07,5.70E-03,0.00E+00,8.84E-03,0,2.19E+09,1.11E+05,2.19E+09,0.00E+00,7.55E+08,-2.11E-04,2.27E-06,-7.71E-01,9.80E+00,-3.49E+07,2.27E+07,0.00E+00,8.84E-03,0,2.19E+09,0,8.56E+08
114,1,1.60E-05,-2.11E-04,2.22E-06,-1.92E-04,-1.62E-04,-2.11E-04,2.22E-06,6.8764,9.7714,-1.6361,0.88423,-4.50E+07,2.14E+07,-9.67E+06,2.01E+07,-4.50E+07,2.14E+07,0.00E+00,8.82E-03,1.19E-06,5.70E-03,0.00E+00,8.82E-03,0,2.19E+09,3.02E+05,2.19E+09,0.00E+00,7.44E+08,-2.11E-04,2.22E-06,-1.64E+00,9.77E+00,-4.50E+07,2.14E+07,0.00E+00,8.82E-03,0,2.19E+09,0,8.40E+08
115,1,1.61E-05,-2.11E-04,2.13E-06,-1.91E-04,-1.61E-04,-2.11E-04,2.13E-06,6.8764,9.7816,-2.0777,0.68574,-2.26E+07,2.37E+07,-2.26E+07,7.46E+06,-2.00E+07,2.37E+07,0.00E+00,8.82E-03,8.24E-07,5.70E-03,0.00E+00,8.82E-03,0,2.19E+09,2.72E+05,2.19E+09,0.00E+00,7.43E+08,-2.11E-04,2.13E-06,-2.08E+00,9.78E+00,-2.26E+07,2.37E+07,0.00E+00,8.82E-03,0,2.19E+09,0,8.28E+08
116,1,1.62E-05,-2.11E-04,2.00E-06,-1.90E-04,-1.60E-04,-2.11E-04,2.00E-06,6.8764,9.8694,-1.4794,0.79243,-2.53E+07,3.17E+07,-1.31E+07,8.69E+06,-2.53E+07,3.17E+07,0.00E+00,8.78E-03,1.20E-06,5.70E-03,0.00E+00,8.78E-03,0,2.19E+09,3.55E+05,2.19E+09,0.00E+00,7.50E+08,-2.11E-04,2.00E-06,-1.48E+00,9.87E+00,-2.53E+07,3.17E+07,0.00E+00,8.78E-03,0,2.19E+09,0,8.21E+08
117,1,1.64E-05,-2.11E-04,1.94E-06,-1.89E-04,-1.59E-04,-2.11E-04,1.94E-06,6.8764,9.9107,-0.80169,1.1979,-3.07E+07,2.99E+07,-1.35E+07,1.92E+07,-3.07E+07,2.99E+07,0.00E+00,8.81E-03,1.00E-06,5.70E-03,0.00E+00,8.81E-03,0,2.19E+09,2.00E+05,2.19E+09,0.00E+00,7.50E+08,-2.11E-04,1.94E-06,-8.02E-01,9.91E+00,-3.07E+07,2.99E+07,0.00E+00,8.81E-03,0,2.19E+09,0,8.07E+08
118,1,1.65E-05,-2.11E-04,2.03E-06,-1.88E-04,-1.57E-04,-2.11E-04,2.03E-06,6.8764,9.8159,-0.81863,1.5468,-2.98E+07,2.70E+07,-1.07E+07,9.80E+06,-2.98E+07,2.70E+07,0.00E+00,8.82E-03,8.41E-07,5.70E-03,0.00E+00,8.82E-03,0,2.18E+09,2.18E+05,2.18E+09,0.00E+00,7.44E+08,-2.11E-04,2.03E-06,-8.19E-01,9.82E+00,-2.98E+07,2.70E+07,0.00E+00,8.82E-03,0,2.18E+09,0,8.05E+08
119,1,1.67E-05,-2.11E-04,2.18E-06,-1.87E-04,-1.56E-04,-2.11E-04,2.18E-06,6.8764,9.7231,-0.69914,1.8281,-2.57E+07,2.66E+07,-1.72E+07,9.48E+06,-2.57E+07,2.66E+07,0.00E+00,8.79E-03,8.22E-07,5.70E-03,0.00E+00,8.79E-03,0,2.19E+09,1.68E+05,2.19E+09,0.00E+00,7.56E+08,-2.11E-04,2.18E-06,-6.99E-01,9.72E+00,-2.57E+07,2.66E+07,0.00E+00,8.79E-03,0,2.19E+09,0,8.06E+08
120,1,1.68E-05,-2.11E-04,2.22E-06,-1.86E-04,-1.55E-04,-2.11E-04,2.22E-06,6.8764,9.7271,-0.74632,1.1127,-3.17E+07,1.94E+07,-5.83E+06,6.82E+06,-3.17E+07,1.94E+07,0.00E+00,8.80E-03,6.27E-07,5.70E-03,0.00E+00,8.80E-03,0,2.19E+09,1.91E+05,2.19E+09,0.00E+00,7.50E+08,-2.11E-04,2.22E-06,-7.46E-01,9.73E+00,-3.17E+07,1.94E+07,0.00E+00,8.80E-03,0,2.19E+09,0,8.07E+08
121,1,1.70E-05,-2.11E-04,2.17E-06,-1.85E-04,-1.54E-04,-2.11E-04,2.17E-06,6.8764,9.7347,-1.5983,0.97667,-2.98E+07,2.14E+07,-7.36E+06,1.65E+07,-2.98E+07,2.14E+07,0.00E+00,8.82E-03,1.02E-06,5.70E-03,0.00E+00,8.82E-03,0,2.19E+09,2.71E+05,2.19E+09,0.00E+00,7.49E+08,-2.11E-04,2.17E-06,-1.60E+00,9.73E+00,-2.98E+07,2.14E+07,0.00E+00,8.82E-03,0,2.19E+09,0,8.05E+08
122,1,1.71E-05,-2.11E-04,2.11E-06,-1.84E-04,-1.53E-04,-2.11E-04,2.11E-06,6.8764,9.8324,-1.8858,0.74362,-2.77E+07,2.88E+07,-5.50E+06,6.16E+06,-2.77E+07,2.88E+07,0.00E+00,8.78E-03,1.00E-06,5.70E-03,0.00E+00,8.78E-03,0,2.19E+09,1.62E+05,2.19E+09,0.00E+00,7.51E+08,-2.11E-04,2.11E-06,-1.89E+00,9.83E+00,-2.77E+07,2.88E+07,0.00E+00,8.78E-03,0,2.19E+09,0,7.99E+08
