Unnamed: 0,Steps,Time [s],[A] Directional Deformation Flexible (Min) [m],[B] Directional Deformation Flexible (Max) [m],[C] Directional Deformation SiC (Min) [m],[D] Directional Deformation SiC (Max) [m],[E] Directional Deformation Asperity (Min) [m],[F] Directional Deformation Asperity (Max) [m],[G] Directional Velocity Flexible (Min) [m/s],[H] Directional Velocity Flexible (Max) [m/s],[I] Directional Velocity SiC (Min) [m/s],[J] Directional Velocity SiC (Max) [m/s],[K] Directional Velocity Asperity (Min) [m/s],[L] Directional Velocity Asperity (Max) [m/s],[M] Directional Acceleration Flexible (Min) [m/s²],[N] Directional Acceleration Flexible (Max) [m/s²],[O] Directional Acceleration SiC (Min) [m/s²],[P] Directional Acceleration SiC (Max) [m/s²],[Q] Directional Acceleration Asperity (Min) [m/s²],[R] Directional Acceleration Asperity (Max) [m/s²],[S] Equivalent Elastic Strain Flexible (Min) [m/m],[T] Equivalent Elastic Strain Flexible (Max) [m/m],[U] Equivalent Elastic Strain SiC (Min) [m/m],[V] Equivalent Elastic Strain SiC (Max) [m/m],[W] Equivalent Elastic Strain Asperity (Min) [m/m],[X] Equivalent Elastic Strain Asperity (Max) [m/m],[Y] Equivalent Stress Flexible (Min) [Pa],[Z] Equivalent Stress Flexible (Max) [Pa],[AA] Equivalent Stress SiC (Min) [Pa],[AB] Equivalent Stress SiC (Max) [Pa],[AC] Equivalent Stress Asperity (Min) [Pa],[AD] Equivalent Stress Asperity (Max) [Pa],[AE] Directional Deformation 4 (Min) [m],[AF] Directional Deformation 4 (Max) [m],[AG] Directional Velocity 4 (Min) [m/s],[AH] Directional Velocity 4 (Max) [m/s],[AI] Directional Acceleration (Min) [m/s²],[AJ] Directional Acceleration (Max) [m/s²],[AK] Equivalent Elastic Strain 4 (Min) [m/m],[AL] Equivalent Elastic Strain 4 (Max) [m/m],[AM] Equivalent Stress 4 (Min) [Pa],[AN] Equivalent Stress 4 (Max) [Pa],Force (min),Force (max),,Momentum
104,1,1.32E-05,-8.64E-05,5.49E-06,-8.64E-05,-8.32E-05,-8.32E-05,5.49E-06,-0.14713,5.8784,4.6835,5.8784,-0.14713,5.0329,-4.46E+07,1.59E+07,-4.46E+07,1.59E+07,-1.33E+07,1.29E+07,0,1.13E-02,1.35E-06,3.87E-03,0,1.13E-02,0,1.09E+09,4.92E+05,1.09E+09,0,1.09E+09,-8.64E-05,5.49E-06,-0.14713,5.8784,-4.46E+07,1.59E+07,0,1.13E-02,0,1.09E+09,-2.01E-05,7.18E-06,,-3.74E-10
105,1,1.34E-05,-8.57E-05,5.78E-06,-8.57E-05,-8.25E-05,-8.26E-05,5.78E-06,-0.15106,5.9386,4.7536,5.9386,-0.15106,5.3711,-2.25E+07,2.12E+07,-1.76E+07,1.54E+07,-2.25E+07,2.12E+07,0,1.12E-02,1.28E-06,3.42E-03,0,1.12E-02,0,1.08E+09,5.39E+05,9.70E+08,0,1.08E+09,-8.57E-05,5.78E-06,-0.15106,5.9386,-2.25E+07,2.12E+07,0,1.12E-02,0,1.08E+09,-7.95E-06,6.95E-06,,-3.75E-10
106,1,1.35E-05,-8.50E-05,6.07E-06,-8.50E-05,-8.17E-05,-8.20E-05,6.07E-06,-0.20728,6.0398,4.765,6.0398,-0.20728,5.3792,-1.50E+07,1.52E+07,-1.50E+07,9.91E+06,-9.12E+06,1.52E+07,0,1.12E-02,7.86E-07,2.95E-03,0,1.12E-02,0,1.07E+09,3.37E+05,8.45E+08,0,1.07E+09,-8.50E-05,6.07E-06,-0.20728,6.0398,-1.50E+07,1.52E+07,0,1.12E-02,0,1.07E+09,-6.77E-06,4.47E-06,,-3.76E-10
107,1,1.36E-05,-8.43E-05,6.33E-06,-8.43E-05,-8.09E-05,-8.14E-05,6.33E-06,-0.20419,6.1373,4.8229,6.1373,-0.20419,5.3984,-1.58E+07,2.33E+07,-1.58E+07,2.33E+07,-1.41E+07,1.04E+07,0,1.11E-02,5.22E-07,2.49E-03,0,1.11E-02,0,1.06E+09,2.29E+05,7.20E+08,0,1.06E+09,-8.43E-05,6.33E-06,-0.20419,6.1373,-1.58E+07,2.33E+07,0,1.11E-02,0,1.06E+09,-7.13E-06,1.05E-05,,-3.76E-10
108,1,1.37E-05,-8.36E-05,6.59E-06,-8.36E-05,-8.01E-05,-8.07E-05,6.59E-06,-0.15728,6.2104,4.775,6.2104,-0.15728,5.4232,-2.01E+07,1.54E+07,-2.01E+07,1.54E+07,-1.31E+07,1.10E+07,0,1.11E-02,3.05E-07,2.02E-03,0,1.11E-02,0,1.05E+09,1.20E+05,5.97E+08,0,1.05E+09,-8.36E-05,6.59E-06,-0.15728,6.2104,-2.01E+07,1.54E+07,0,1.11E-02,0,1.05E+09,-9.08E-06,6.95E-06,,-3.77E-10
109,1,1.39E-05,-8.28E-05,6.84E-06,-8.28E-05,-7.93E-05,-8.01E-05,6.84E-06,-0.18245,6.2412,4.7139,6.2412,-0.18245,5.3613,-2.12E+07,1.95E+07,-1.02E+07,1.58E+07,-2.12E+07,1.95E+07,0,1.10E-02,2.72E-07,1.46E-03,0,1.10E-02,0,1.04E+09,53876,4.82E+08,0,1.04E+09,-8.28E-05,6.84E-06,-0.18245,6.2412,-2.12E+07,1.95E+07,0,1.10E-02,0,1.04E+09,-4.61E-06,7.13E-06,,-3.79E-10
110,1,1.40E-05,-8.21E-05,7.11E-06,-8.21E-05,-7.86E-05,-7.95E-05,7.11E-06,-0.14755,6.2419,4.7093,6.2419,-0.14755,5.1551,-1.89E+07,3.16E+07,-1.46E+07,3.16E+07,-1.89E+07,1.92E+07,0,1.10E-02,4.48E-07,1.18E-03,0,1.10E-02,0,1.03E+09,1.22E+05,3.73E+08,0,1.03E+09,-8.21E-05,7.11E-06,-0.14755,6.2419,-1.89E+07,3.16E+07,0,1.10E-02,0,1.03E+09,-6.59E-06,1.43E-05,,-3.79E-10
111,1,1.41E-05,-8.14E-05,7.34E-06,-8.14E-05,-7.77E-05,-7.89E-05,7.34E-06,-0.17923,6.2695,4.9079,6.2695,-0.17923,5.5263,-7.57E+07,3.25E+07,-4.82E+07,2.43E+07,-7.57E+07,3.25E+07,0,1.09E-02,1.04E-07,9.57E-04,0,1.09E-02,0,1.03E+09,29741,2.60E+08,0,1.03E+09,-8.14E-05,7.34E-06,-0.17923,6.2695,-7.57E+07,3.25E+07,0,1.09E-02,0,1.03E+09,-2.18E-05,1.10E-05,,-3.81E-10
112,1,1.42E-05,-8.06E-05,7.55E-06,-8.06E-05,-7.69E-05,-7.83E-05,7.55E-06,-0.21495,6.2842,5.2246,6.2842,-0.21495,5.964,-5.57E+07,9.55E+07,-4.40E+07,9.55E+07,-5.57E+07,2.50E+07,0,1.09E-02,1.13E-07,8.15E-04,0,1.09E-02,0,1.02E+09,32445,2.07E+08,0,1.02E+09,-8.06E-05,7.55E-06,-0.21495,6.2842,-5.57E+07,9.55E+07,0,1.09E-02,0,1.02E+09,-1.99E-05,4.31E-05,,-3.82E-10
113,1,1.44E-05,-7.99E-05,7.70E-06,-7.99E-05,-7.61E-05,-7.76E-05,7.70E-06,-0.12491,6.2776,5.3179,6.2776,-0.12491,5.8188,-1.00E+08,6.50E+07,-4.86E+07,6.50E+07,-1.00E+08,2.90E+07,0,1.09E-02,1.87E-07,7.99E-04,0,1.09E-02,0,1.02E+09,49984,2.92E+08,0,1.02E+09,-7.99E-05,7.70E-06,-0.12491,6.2776,-1.00E+08,6.50E+07,0,1.09E-02,0,1.02E+09,-2.19E-05,2.94E-05,,-3.91E-10
114,1,1.45E-05,-7.91E-05,7.77E-06,-7.91E-05,-7.53E-05,-7.70E-05,7.77E-06,-1.2315,6.407,5.7332,6.407,-1.2315,1.3201,-1.19E+08,4.04E+07,-3.06E+07,4.04E+07,-1.19E+08,3.49E+07,0,1.09E-02,2.44E-07,8.77E-04,0,1.09E-02,0,1.02E+09,82064,3.28E+08,0,1.02E+09,-7.91E-05,7.77E-06,-1.2315,6.407,-1.19E+08,4.04E+07,0,1.09E-02,0,1.02E+09,-1.38E-05,1.82E-05,,-3.94E-10
115,1,1.46E-05,-7.84E-05,7.74E-06,-7.84E-05,-7.45E-05,-7.71E-05,7.74E-06,-1.5619,6.2557,5.7551,6.2557,-1.5619,0.14029,-8.15E+07,5.20E+07,-3.88E+07,2.99E+07,-8.15E+07,5.20E+07,0,1.09E-02,2.70E-07,8.78E-04,0,1.09E-02,0,1.02E+09,48967,3.28E+08,0,1.02E+09,-7.84E-05,7.74E-06,-1.5619,6.2557,-8.15E+07,5.20E+07,0,1.09E-02,0,1.02E+09,-1.75E-05,1.35E-05,,-3.95E-10
116,1,1.48E-05,-7.77E-05,7.62E-06,-7.77E-05,-7.37E-05,-7.72E-05,7.62E-06,-1.5051,6.2725,5.7666,6.2725,-1.5051,0.17137,-4.10E+07,2.58E+07,-4.10E+07,2.11E+07,-3.62E+07,2.58E+07,0,1.09E-02,1.35E-07,8.80E-04,0,1.09E-02,0,1.02E+09,47868,3.28E+08,0,1.02E+09,-7.77E-05,7.62E-06,-1.5051,6.2725,-4.10E+07,2.58E+07,0,1.09E-02,0,1.02E+09,-1.85E-05,9.53E-06,,-3.98E-10
117,1,1.49E-05,-7.74E-05,7.52E-06,-7.69E-05,-7.29E-05,-7.74E-05,7.52E-06,-0.94718,6.2703,5.7408,6.2703,-0.94718,0.17846,-2.92E+07,2.86E+07,-2.09E+07,2.83E+07,-2.92E+07,2.86E+07,0,1.09E-02,1.13E-07,8.79E-04,0,1.09E-02,0,1.02E+09,32313,3.30E+08,0,1.02E+09,-7.74E-05,7.52E-06,-0.94718,6.2703,-2.92E+07,2.86E+07,0,1.09E-02,0,1.02E+09,-9.44E-06,1.28E-05,,-3.99E-10
118,1,1.50E-05,-7.74E-05,7.50E-06,-7.62E-05,-7.21E-05,-7.74E-05,7.50E-06,-0.28707,6.2697,5.7332,6.2697,-0.28707,0.84818,-2.61E+07,2.86E+07,-2.22E+07,1.80E+07,-2.61E+07,2.86E+07,0,1.09E-02,2.70E-07,8.79E-04,0,1.09E-02,0,1.02E+09,64506,3.30E+08,0,1.02E+09,-7.74E-05,7.50E-06,-0.28707,6.2697,-2.61E+07,2.86E+07,0,1.09E-02,0,1.02E+09,-1.00E-05,8.13E-06,,-4.00E-10
119,1,1.51E-05,-7.73E-05,7.57E-06,-7.54E-05,-7.13E-05,-7.73E-05,7.57E-06,-0.15312,6.2888,5.7398,6.2888,-0.15312,0.99409,-2.25E+07,2.97E+07,-2.25E+07,1.35E+07,-2.01E+07,2.97E+07,0,1.09E-02,1.82E-07,8.76E-04,0,1.09E-02,0,1.02E+09,42860,3.30E+08,0,1.02E+09,-7.73E-05,7.57E-06,-0.15312,6.2888,-2.25E+07,2.97E+07,0,1.09E-02,0,1.02E+09,-1.02E-05,6.10E-06,,-4.01E-10
120,1,1.53E-05,-7.72E-05,7.64E-06,-7.47E-05,-7.05E-05,-7.72E-05,7.64E-06,-0.14786,6.2863,5.7696,6.2863,-0.14786,1.1226,-2.48E+07,2.32E+07,-1.33E+07,1.20E+07,-2.48E+07,2.32E+07,0,1.09E-02,2.54E-07,8.79E-04,0,1.09E-02,0,1.02E+09,76801,3.30E+08,0,1.02E+09,-7.72E-05,7.64E-06,-0.14786,6.2863,-2.48E+07,2.32E+07,0,1.09E-02,0,1.02E+09,-6.01E-06,5.42E-06,,-4.02E-10
121,1,1.54E-05,-7.71E-05,7.73E-06,-7.40E-05,-6.97E-05,-7.71E-05,7.73E-06,-0.19856,6.2725,5.7758,6.2725,-0.19856,0.95853,-2.59E+07,1.54E+07,-1.05E+07,9.07E+06,-2.59E+07,1.54E+07,0,1.09E-02,2.11E-07,8.78E-04,0,1.09E-02,0,1.02E+09,71613,3.30E+08,0,1.02E+09,-7.71E-05,7.73E-06,-0.19856,6.2725,-2.59E+07,1.54E+07,0,1.09E-02,0,1.02E+09,-4.74E-06,4.10E-06,,-4.03E-10
122,1,1.55E-05,-7.71E-05,7.75E-06,-7.32E-05,-6.89E-05,-7.71E-05,7.75E-06,-0.48018,6.272,5.7422,6.272,-0.48018,0.44338,-2.93E+07,1.39E+07,-7.67E+06,7.42E+06,-2.93E+07,1.39E+07,0,1.09E-02,1.72E-07,8.78E-04,0,1.09E-02,0,1.02E+09,25009,3.29E+08,0,1.02E+09,-7.71E-05,7.75E-06,-0.48018,6.272,-2.93E+07,1.39E+07,0,1.09E-02,0,1.02E+09,-3.46E-06,3.35E-06,,-4.03E-10
123,1,1.57E-05,-7.71E-05,7.71E-06,-7.25E-05,-6.81E-05,-7.71E-05,7.71E-06,-0.98579,6.2707,5.7429,6.2707,-0.98579,0.16728,-2.23E+07,1.98E+07,-1.18E+07,1.42E+07,-2.23E+07,1.98E+07,0,1.09E-02,2.05E-07,8.79E-04,0,1.09E-02,0,1.02E+09,33393,3.29E+08,0,1.02E+09,-7.71E-05,7.71E-06,-0.98579,6.2707,-2.23E+07,1.98E+07,0,1.09E-02,0,1.02E+09,-5.33E-06,6.41E-06,,-4.04E-10
124,1,1.58E-05,-7.72E-05,7.63E-06,-7.17E-05,-6.73E-05,-7.72E-05,7.63E-06,-1.127,6.2894,5.7462,6.2894,-1.127,0.16718,-3.12E+07,2.77E+07,-9.47E+06,1.06E+07,-3.12E+07,2.77E+07,0,1.09E-02,9.91E-08,8.78E-04,0,1.09E-02,0,1.02E+09,35605,3.29E+08,0,1.02E+09,-7.72E-05,7.63E-06,-1.127,6.2894,-3.12E+07,2.77E+07,0,1.09E-02,0,1.02E+09,-4.28E-06,4.79E-06,,-4.05E-10
125,1,1.59E-05,-7.73E-05,7.53E-06,-7.10E-05,-6.65E-05,-7.73E-05,7.53E-06,-0.75609,6.2771,5.7404,6.2771,-0.75609,0.15869,-1.34E+07,2.97E+07,-1.10E+07,8.31E+06,-1.34E+07,2.97E+07,0,1.09E-02,1.17E-07,8.78E-04,0,1.09E-02,0,1.02E+09,37731,3.29E+08,0,1.02E+09,-7.73E-05,7.53E-06,-0.75609,6.2771,-1.34E+07,2.97E+07,0,1.09E-02,0,1.02E+09,-4.97E-06,3.75E-06,,-4.05E-10
126,1,1.60E-05,-7.73E-05,7.51E-06,-7.03E-05,-6.57E-05,-7.73E-05,7.51E-06,-0.2001,6.2533,5.7527,6.2533,-0.2001,0.60659,-1.55E+07,1.66E+07,-1.02E+07,9.87E+06,-1.55E+07,1.66E+07,0,1.09E-02,2.50E-07,8.79E-04,0,1.09E-02,0,1.02E+09,62016,3.30E+08,0,1.02E+09,-7.73E-05,7.51E-06,-0.2001,6.2533,-1.55E+07,1.66E+07,0,1.09E-02,0,1.02E+09,-4.61E-06,4.46E-06,,-4.05E-10
127,1,1.62E-05,-7.73E-05,7.57E-06,-6.95E-05,-6.49E-05,-7.73E-05,7.57E-06,-0.20053,6.2553,5.7328,6.2553,-0.20053,0.84718,-1.29E+07,1.52E+07,-6.80E+06,5.46E+06,-1.29E+07,1.52E+07,0,1.09E-02,2.26E-07,8.79E-04,0,1.09E-02,0,1.02E+09,79595,3.30E+08,0,1.02E+09,-7.73E-05,7.57E-06,-0.20053,6.2553,-1.29E+07,1.52E+07,0,1.09E-02,0,1.02E+09,-3.07E-06,2.47E-06,,-4.06E-10
128,1,1.63E-05,-7.72E-05,7.64E-06,-6.88E-05,-6.41E-05,-7.72E-05,7.64E-06,-0.14278,6.2684,5.7554,6.2684,-0.14278,0.88857,-1.64E+07,1.32E+07,-6.27E+06,8.02E+06,-1.64E+07,1.32E+07,0,1.09E-02,1.98E-07,8.78E-04,0,1.09E-02,0,1.02E+09,65989,3.30E+08,0,1.02E+09,-7.72E-05,7.64E-06,-0.14278,6.2684,-1.64E+07,1.32E+07,0,1.09E-02,0,1.02E+09,-2.83E-06,3.62E-06,,-4.07E-10
129,1,1.64E-05,-7.72E-05,7.70E-06,-6.80E-05,-6.33E-05,-7.72E-05,7.70E-06,-0.27978,6.2837,5.7701,6.2837,-0.27978,0.60921,-1.59E+07,9.47E+06,-3.36E+06,5.07E+06,-1.59E+07,9.47E+06,0,1.09E-02,4.89E-08,8.78E-04,0,1.09E-02,0,1.02E+09,15598,3.30E+08,0,1.02E+09,-7.72E-05,7.70E-06,-0.27978,6.2837,-1.59E+07,9.47E+06,0,1.09E-02,0,1.02E+09,-1.52E-06,2.29E-06,,-4.07E-10
130,1,1.66E-05,-7.71E-05,7.71E-06,-6.73E-05,-6.25E-05,-7.71E-05,7.71E-06,-0.67064,6.2985,5.7656,6.2985,-0.67064,0.25483,-1.67E+07,1.35E+07,-7.92E+06,6.27E+06,-1.67E+07,1.35E+07,0,1.09E-02,2.14E-07,8.79E-04,0,1.09E-02,0,1.02E+09,64648,3.29E+08,0,1.02E+09,-7.71E-05,7.71E-06,-0.67064,6.2985,-1.67E+07,1.35E+07,0,1.09E-02,0,1.02E+09,-3.58E-06,2.83E-06,,-4.07E-10
131,1,1.67E-05,-7.72E-05,7.69E-06,-6.66E-05,-6.17E-05,-7.72E-05,7.69E-06,-0.87175,6.2755,5.7608,6.2755,-0.87175,0.14724,-1.56E+07,9.09E+06,-3.99E+06,9.09E+06,-1.56E+07,8.04E+06,0,1.09E-02,2.34E-07,8.79E-04,0,1.09E-02,0,1.02E+09,85925,3.29E+08,0,1.02E+09,-7.72E-05,7.69E-06,-0.87175,6.2755,-1.56E+07,9.09E+06,0,1.09E-02,0,1.02E+09,-1.80E-06,4.10E-06,,-4.08E-10
132,1,1.68E-05,-7.73E-05,7.62E-06,-6.58E-05,-6.09E-05,-7.73E-05,7.62E-06,-0.82753,6.2616,5.7439,6.2616,-0.82753,0.12741,-1.11E+07,1.18E+07,-1.11E+07,4.34E+06,-1.06E+07,1.18E+07,0,1.09E-02,2.42E-07,8.78E-04,0,1.09E-02,0,1.02E+09,72337,3.29E+08,0,1.02E+09,-7.73E-05,7.62E-06,-0.82753,6.2616,-1.11E+07,1.18E+07,0,1.09E-02,0,1.02E+09,-5.01E-06,1.96E-06,,-4.08E-10
133,1,1.69E-05,-7.73E-05,7.56E-06,-6.51E-05,-6.01E-05,-7.73E-05,7.56E-06,-0.4297,6.2635,5.742,6.2635,-0.4297,0.15925,-8.98E+06,1.41E+07,-6.04E+06,7.00E+06,-8.98E+06,1.41E+07,0,1.09E-02,2.09E-07,8.79E-04,0,1.09E-02,0,1.02E+09,66014,3.29E+08,0,1.02E+09,-7.73E-05,7.56E-06,-0.4297,6.2635,-8.98E+06,1.41E+07,0,1.09E-02,0,1.02E+09,-2.73E-06,3.16E-06,,-4.08E-10
134,1,1.71E-05,-7.73E-05,7.56E-06,-6.43E-05,-5.92E-05,-7.73E-05,7.56E-06,-0.27734,6.263,5.7399,6.263,-0.27734,0.62346,-7.32E+06,1.55E+07,-2.95E+06,3.47E+06,-7.32E+06,1.55E+07,0,1.09E-02,1.09E-07,8.78E-04,0,1.09E-02,0,1.02E+09,14094,3.29E+08,0,1.02E+09,-7.73E-05,7.56E-06,-0.27734,6.263,-7.32E+06,1.55E+07,0,1.09E-02,0,1.02E+09,-1.33E-06,1.57E-06,,-4.09E-10
135,1,1.72E-05,-7.72E-05,7.61E-06,-6.36E-05,-5.84E-05,-7.72E-05,7.61E-06,-0.17563,6.2754,5.7213,6.2754,-0.17563,0.78688,-1.39E+07,1.11E+07,-3.24E+06,3.17E+06,-1.39E+07,1.11E+07,0,1.09E-02,1.58E-07,8.78E-04,0,1.09E-02,0,1.02E+09,49971,3.30E+08,0,1.02E+09,-7.72E-05,7.61E-06,-0.17563,6.2754,-1.39E+07,1.11E+07,0,1.09E-02,0,1.02E+09,-1.46E-06,1.43E-06,,-4.09E-10
136,1,1.73E-05,-7.72E-05,7.65E-06,-6.29E-05,-5.76E-05,-7.72E-05,7.65E-06,-0.16023,6.2609,5.7455,6.2609,-0.16023,0.68127,-1.51E+07,7.86E+06,-1.51E+06,3.01E+06,-1.51E+07,7.86E+06,0,1.09E-02,1.42E-07,8.79E-04,0,1.09E-02,0,1.02E+09,44581,3.30E+08,0,1.02E+09,-7.72E-05,7.65E-06,-0.16023,6.2609,-1.51E+07,7.86E+06,0,1.09E-02,0,1.02E+09,-6.82E-07,1.36E-06,,-4.09E-10
137,1,1.75E-05,-7.72E-05,7.67E-06,-6.21E-05,-5.68E-05,-7.72E-05,7.67E-06,-0.17906,6.2745,5.7702,6.2745,-0.17906,0.35674,-1.46E+07,7.96E+06,-4.74E+06,3.34E+06,-1.46E+07,7.96E+06,0,1.09E-02,1.90E-07,8.78E-04,0,1.09E-02,0,1.02E+09,63993,3.30E+08,0,1.02E+09,-7.72E-05,7.67E-06,-0.17906,6.2745,-1.46E+07,7.96E+06,0,1.09E-02,0,1.02E+09,-2.14E-06,1.51E-06,,-4.09E-10
138,1,1.76E-05,-7.72E-05,7.67E-06,-6.14E-05,-5.60E-05,-7.72E-05,7.67E-06,-0.55671,6.2841,5.7729,6.2841,-0.55671,0.17157,-9.58E+06,8.38E+06,-3.94E+06,6.16E+06,-9.58E+06,8.38E+06,0,1.09E-02,1.11E-07,8.78E-04,0,1.09E-02,0,1.02E+09,33185,3.30E+08,0,1.02E+09,-7.72E-05,7.67E-06,-0.55671,6.2841,-9.58E+06,8.38E+06,0,1.09E-02,0,1.02E+09,-1.78E-06,2.78E-06,,-4.10E-10
139,1,1.77E-05,-7.72E-05,7.65E-06,-6.07E-05,-5.52E-05,-7.72E-05,7.65E-06,-0.59506,6.2804,5.7582,6.2804,-0.59506,0.15438,-9.31E+06,1.09E+07,-7.11E+06,2.54E+06,-9.31E+06,1.09E+07,0,1.09E-02,1.80E-07,8.79E-04,0,1.09E-02,0,1.02E+09,50974,3.29E+08,0,1.02E+09,-7.72E-05,7.65E-06,-0.59506,6.2804,-9.31E+06,1.09E+07,0,1.09E-02,0,1.02E+09,-3.21E-06,1.15E-06,,-4.10E-10
140,1,1.78E-05,-7.73E-05,7.60E-06,-5.99E-05,-5.44E-05,-7.73E-05,7.60E-06,-0.49669,6.2909,5.7537,6.2909,-0.49669,0.24204,-9.21E+06,1.25E+07,-3.58E+06,4.30E+06,-9.21E+06,1.25E+07,0,1.09E-02,1.62E-07,8.79E-04,0,1.09E-02,0,1.02E+09,42448,3.29E+08,0,1.02E+09,-7.73E-05,7.60E-06,-0.49669,6.2909,-9.21E+06,1.25E+07,0,1.09E-02,0,1.02E+09,-1.62E-06,1.94E-06,,-4.10E-10
141,1,1.80E-05,-7.73E-05,7.57E-06,-5.92E-05,-5.36E-05,-7.73E-05,7.57E-06,-0.34437,6.2799,5.7433,6.2799,-0.34437,0.23994,-8.54E+06,1.07E+07,-2.38E+06,2.63E+06,-8.54E+06,1.07E+07,0,1.09E-02,1.92E-07,8.79E-04,0,1.09E-02,0,1.02E+09,68000,3.29E+08,0,1.02E+09,-7.73E-05,7.57E-06,-0.34437,6.2799,-8.54E+06,1.07E+07,0,1.09E-02,0,1.02E+09,-1.07E-06,1.19E-06,,-4.10E-10
142,1,1.81E-05,-7.73E-05,7.58E-06,-5.84E-05,-5.28E-05,-7.73E-05,7.58E-06,-0.1803,6.2654,5.7434,6.2654,-0.1803,0.54432,-7.95E+06,1.01E+07,-1.44E+06,1.40E+06,-7.95E+06,1.01E+07,0,1.09E-02,1.79E-07,8.78E-04,0,1.09E-02,0,1.02E+09,37657,3.29E+08,0,1.02E+09,-7.73E-05,7.58E-06,-0.1803,6.2654,-7.95E+06,1.01E+07,0,1.09E-02,0,1.02E+09,-6.50E-07,6.32E-07,,-4.11E-10
143,1,1.82E-05,-7.72E-05,7.63E-06,-5.77E-05,-5.20E-05,-7.72E-05,7.63E-06,-0.15762,6.2607,5.7361,6.2607,-0.15762,0.56397,-1.32E+07,7.42E+06,-1.21E+06,1.41E+06,-1.32E+07,7.42E+06,0,1.09E-02,1.81E-07,8.78E-04,0,1.09E-02,0,1.02E+09,33923,3.30E+08,0,1.02E+09,-7.72E-05,7.63E-06,-0.15762,6.2607,-1.32E+07,7.42E+06,0,1.09E-02,0,1.02E+09,-5.46E-07,6.37E-07,,-4.11E-10
144,1,1.84E-05,-7.72E-05,7.66E-06,-5.70E-05,-5.12E-05,-7.72E-05,7.66E-06,-0.17062,6.2514,5.7306,6.2514,-0.17062,0.45959,-1.36E+07,5.42E+06,-3.03E+06,1.30E+06,-1.36E+07,5.42E+06,0,1.09E-02,1.86E-07,8.78E-04,0,1.09E-02,0,1.02E+09,49911,3.30E+08,0,1.02E+09,-7.72E-05,7.66E-06,-0.17062,6.2514,-1.36E+07,5.42E+06,0,1.09E-02,0,1.02E+09,-1.37E-06,5.87E-07,,-4.11E-10
145,1,1.85E-05,-7.72E-05,7.67E-06,-5.62E-05,-5.04E-05,-7.72E-05,7.67E-06,-0.46761,6.273,5.7478,6.273,-0.46761,0.18457,-1.06E+07,5.74E+06,-2.34E+06,3.95E+06,-1.06E+07,5.74E+06,0,1.09E-02,1.77E-07,8.78E-04,0,1.09E-02,0,1.02E+09,58456,3.30E+08,0,1.02E+09,-7.72E-05,7.67E-06,-0.46761,6.273,-1.06E+07,5.74E+06,0,1.09E-02,0,1.02E+09,-1.06E-06,1.78E-06,,-4.11E-10
146,1,1.86E-05,-7.72E-05,7.65E-06,-5.55E-05,-4.96E-05,-7.72E-05,7.65E-06,-0.51757,6.2782,5.7597,6.2782,-0.51757,0.22974,-6.70E+06,6.33E+06,-4.75E+06,2.05E+06,-6.70E+06,6.33E+06,0,1.09E-02,1.55E-07,8.78E-04,0,1.09E-02,0,1.02E+09,66242,3.30E+08,0,1.02E+09,-7.72E-05,7.65E-06,-0.51757,6.2782,-6.70E+06,6.33E+06,0,1.09E-02,0,1.02E+09,-2.14E-06,9.26E-07,,-4.11E-10
147,1,1.87E-05,-7.72E-05,7.63E-06,-5.47E-05,-4.88E-05,-7.72E-05,7.63E-06,-0.39565,6.2983,5.7761,6.2983,-0.39565,0.17466,-7.54E+06,8.85E+06,-1.90E+06,3.81E+06,-7.54E+06,8.85E+06,0,1.09E-02,1.32E-07,8.78E-04,0,1.09E-02,0,1.02E+09,22506,3.29E+08,0,1.02E+09,-7.72E-05,7.63E-06,-0.39565,6.2983,-7.54E+06,8.85E+06,0,1.09E-02,0,1.02E+09,-8.58E-07,1.72E-06,,-4.11E-10
148,1,1.89E-05,-7.73E-05,7.61E-06,-5.40E-05,-4.80E-05,-7.73E-05,7.61E-06,-0.42141,6.2794,5.7612,6.2794,-0.42141,0.26871,-8.17E+06,7.16E+06,-2.12E+06,1.61E+06,-8.17E+06,7.16E+06,0,1.09E-02,1.09E-07,8.79E-04,0,1.09E-02,0,1.02E+09,32685,3.29E+08,0,1.02E+09,-7.73E-05,7.61E-06,-0.42141,6.2794,-8.17E+06,7.16E+06,0,1.09E-02,0,1.02E+09,-9.57E-07,7.27E-07,,-4.11E-10
149,1,1.90E-05,-7.73E-05,7.60E-06,-5.33E-05,-4.72E-05,-7.73E-05,7.60E-06,-0.20111,6.2659,5.7443,6.2659,-0.20111,0.4014,-7.21E+06,8.11E+06,-9.67E+05,9.86E+05,-7.21E+06,8.11E+06,0,1.09E-02,1.66E-07,8.79E-04,0,1.09E-02,0,1.02E+09,45726,3.29E+08,0,1.02E+09,-7.73E-05,7.60E-06,-0.20111,6.2659,-7.21E+06,8.11E+06,0,1.09E-02,0,1.02E+09,-4.37E-07,4.45E-07,,-4.11E-10
